"","age","inc","mortgage","ccAvg","MaxCC","MinCC","sdCC","usage","family","edu","mortS","cc","cd","online","securities","infoReq","loan"
"2317","5"," 9","1"," 1","5","4","3"," 3","1","1","0","0","0","1","0","Ph","0"
"4933","2"," 3","4"," 3","3","4","5"," 4","2","1","1","1","0","0","0","Email","0"
"1218","1"," 8","4"," 2","4","5","4"," 3","2","1","1","1","0","0","0","Email","0"
"2502","5"," 4","5"," 1","2","1","2"," 6","1","1","1","1","0","1","0","Email","0"
"708","1"," 5","1"," 3","3","4","4"," 3","4","1","0","0","0","1","0","Email","0"
"414","4"," 3","1"," 1","2","2","4"," 3","3","2","0","1","0","0","0","Email","0"
"1838","1","11","1"," 1","1","1","1"," 1","1","1","0","0","0","0","0","Ph","0"
"1526","3"," 1","1"," 3","5","5","5"," 7","1","1","0","1","0","1","0","Ph","0"
"3622","3"," 8","1"," 2","5","4","4"," 3","2","1","0","1","0","0","0","Email","0"
"1115","2"," 7","1"," 5","4","5","3"," 6","2","1","0","1","0","1","0","Email","0"
"100","5"," 1","1"," 1","1","1","1"," 3","3","3","0","0","0","1","0","Email","0"
"3694","2","13","1"," 1","4","4","4"," 1","2","2","0","0","0","0","0","Ph","1"
"1433","1"," 8","5"," 3","3","3","3"," 1","1","1","1","0","0","0","0","Email","0"
"2705","4"," 5","1"," 4","4","3","2"," 1","2","1","0","0","0","0","0","Email","0"
"2339","5"," 1","4"," 1","4","2","2"," 6","3","1","1","1","0","1","0","Ph","0"
"1611","5"," 4","1"," 1","1","1","2"," 1","1","3","0","0","0","0","0","Ph","0"
"796","2"," 4","1"," 7","4","2","2"," 3","3","3","0","0","0","1","0","Ph","0"
"1835","4"," 2","4"," 3","2","4","4"," 1","4","3","1","0","0","0","0","Email","0"
"2698","4"," 5","1"," 1","1","1","1"," 3","1","2","0","1","0","0","0","Email","0"
"2227","5","10","5"," 3","4","2","5"," 3","1","1","1","0","0","1","0","Ph","0"
"2820","2"," 1","1"," 6","3","4","2"," 3","3","2","0","0","0","1","0","Email","0"
"3117","3","14","1"," 5","3","4","3"," 6","2","1","0","1","0","1","0","Email","0"
"2080","4"," 3","4"," 2","3","3","5"," 3","3","2","1","0","0","1","0","Email","0"
"1643","2"," 5","1"," 1","1","1","2"," 1","4","3","0","0","0","0","0","Ph","0"
"4715","1"," 3","1"," 1","4","5","3"," 6","1","1","0","0","0","1","1","Ph","0"
"16","5"," 1","1"," 1","1","1","1"," 6","1","3","0","1","0","1","0","Email","0"
"4247","4","11","1"," 8","4","3","4"," 1","3","2","0","0","0","1","0","Ph","1"
"461","1","13","1"," 3","3","3","4"," 3","3","3","0","0","0","1","0","Ph","1"
"1787","3","10","1"," 1","1","2","1"," 8","1","1","0","1","1","1","0","Email","0"
"3062","3"," 5","1"," 2","3","3","5"," 6","1","2","0","1","0","1","0","Email","0"
"3167","3"," 2","1"," 3","2","4","2"," 3","4","2","0","1","0","0","0","Ph","0"
"3718","1"," 8","5"," 3","4","3","3"," 1","3","2","1","0","0","0","0","Ph","1"
"2591","1"," 3","1"," 3","2","3","2"," 1","3","1","0","0","0","0","0","Email","0"
"3223","5"," 3","1"," 9","5","3","3"," 3","3","1","0","1","0","0","0","Email","0"
"3610","4"," 7","5"," 2","5","4","5"," 1","2","1","1","0","0","0","0","Email","0"
"2610","4"," 5","5"," 1","1","1","1"," 6","4","1","1","1","0","1","0","Email","0"
"3378","2","10","1"," 4","4","5","5"," 1","4","3","0","0","0","0","0","Email","1"
"98","4","11","1"," 5","4","2","4"," 4","1","1","0","0","0","1","0","Ph","0"
"1775","1"," 5","1"," 1","1","1","1"," 3","1","1","0","0","0","1","0","Email","0"
"3723","5"," 5","1"," 2","4","3","2"," 1","3","2","0","0","0","1","0","Email","0"
"2754","1"," 3","1"," 2","4","5","2"," 3","3","1","0","0","0","1","0","Email","0"
"3932","5","13","1"," 1","2","1","1"," 1","1","2","0","0","0","0","0","Ph","1"
"4587","4"," 1","1"," 9","3","4","3"," 3","4","1","0","0","0","1","0","Email","0"
"1343","5"," 6","4"," 1","1","2","1"," 3","2","1","0","0","0","1","0","Email","0"
"3419","2","12","1"," 1","1","2","2"," 3","2","1","0","0","0","1","0","Email","0"
"4203","3"," 6","1"," 4","3","5","4","10","1","1","0","1","1","1","1","Email","0"
"1370","5"," 6","1"," 1","4","3","4"," 3","3","3","0","0","0","1","0","Email","0"
"6","2"," 2","5"," 2","3","5","3"," 3","4","2","1","0","0","1","0","Email","0"
"4213","4"," 3","1"," 1","4","4","4"," 4","3","3","0","0","0","0","1","Email","0"
"630","3"," 3","1"," 1","2","2","1"," 3","3","2","0","0","0","1","0","Email","0"
"210","4"," 1","1"," 1","3","3","3"," 1","2","1","0","0","0","0","0","Email","0"
"2535","3"," 5","5"," 1","3","4","3"," 3","4","1","1","0","0","1","0","Ph","0"
"1364","3"," 3","5"," 4","5","5","5"," 3","4","3","1","0","0","1","0","Ph","0"
"2239","4"," 4","5"," 2","3","5","3"," 1","1","2","1","0","0","0","0","Ph","0"
"3373","2","10","1"," 2","5","3","4"," 6","1","1","0","1","0","1","0","Ph","0"
"293","3"," 6","1"," 5","3","4","3"," 1","4","3","0","0","0","0","0","Email","0"
"2946","1","13","1"," 3","2","3","4"," 1","1","1","0","0","0","0","0","Email","0"
"4020","2"," 2","1"," 1","1","1","1"," 3","1","3","0","0","0","1","0","Email","0"
"1177","2"," 6","1"," 2","5","3","3"," 3","1","2","0","1","0","0","0","Email","0"
"1057","5"," 2","1"," 1","4","2","4"," 4","1","1","0","1","0","1","0","Email","0"
"676","3","14","1"," 3","4","2","5"," 3","2","1","0","0","0","1","0","Email","0"
"304","3"," 1","1"," 1","4","3","5"," 1","1","1","0","0","0","0","0","Ph","0"
"2360","3"," 1","1"," 2","2","4","4"," 1","2","2","0","0","0","0","0","Email","0"
"2073","2"," 1","1"," 3","4","4","2"," 1","2","2","0","0","0","0","0","Email","0"
"2091","4"," 4","4"," 1","3","4","4"," 1","2","3","1","0","0","0","0","Ph","0"
"3757","2"," 6","1"," 1","2","1","1"," 6","4","1","0","1","0","1","0","Email","0"
"156","1"," 4","1"," 1","1","2","1"," 3","4","1","0","0","0","1","0","Email","0"
"862","4"," 5","5"," 1","1","1","1"," 1","1","3","1","0","0","0","0","Email","0"
"2172","1"," 7","4","10","5","2","5"," 3","1","1","0","0","0","1","0","Email","0"
"999","3"," 6","1"," 2","3","2","5"," 1","2","3","0","0","0","0","0","Email","0"
"2431","4"," 3","4"," 2","2","4","5"," 3","3","1","0","0","0","1","0","Email","0"
"2037","2"," 8","4"," 2","1","3","3"," 3","1","1","0","0","0","1","0","Email","0"
"2404","4"," 5","5"," 1","4","3","5"," 3","3","1","1","0","0","1","0","Ph","0"
"609","4"," 6","5"," 2","5","4","4"," 1","3","2","1","0","0","0","0","Email","0"
"615","2"," 2","1"," 2","4","4","2"," 6","2","3","0","1","0","1","0","Email","0"
"1740","3"," 2","5"," 2","4","4","3"," 3","4","1","1","0","0","1","0","Email","0"
"4632","1"," 2","1"," 1","2","1","1"," 3","4","1","0","0","0","1","0","Email","0"
"4899","3","11","1"," 1","2","1","1"," 1","2","1","0","0","0","0","0","Email","0"
"3862","4"," 4","1"," 4","2","4","3"," 3","2","1","0","0","0","1","0","Email","0"
"3428","4"," 3","1"," 6","5","3","5"," 1","1","2","0","0","0","0","0","Email","0"
"2849","2"," 3","5"," 1","1","1","1"," 3","1","2","1","0","0","1","0","Ph","0"
"3402","2"," 1","1"," 1","4","3","5"," 4","4","3","0","0","0","1","0","Ph","0"
"540","1","10","1"," 3","4","3","5"," 1","2","1","0","0","0","0","0","Email","0"
"4235","5"," 2","1"," 2","5","3","5"," 1","1","2","0","0","0","0","0","Ph","0"
"4383","4"," 2","4"," 1","5","3","2"," 1","2","2","1","0","0","0","0","Email","0"
"1715","2","13","1"," 1","2","1","2"," 6","2","1","0","1","0","1","0","Email","0"
"2674","4"," 3","5"," 1","1","1","2"," 4","2","3","1","0","0","1","0","Ph","0"
"4246","3"," 3","1"," 9","4","3","4"," 3","3","2","0","1","0","0","0","Email","0"
"1089","1"," 5","1"," 1","3","5","3"," 6","4","1","0","0","0","1","1","Email","0"
"3446","3"," 2","1"," 1","1","1","1"," 6","3","1","0","1","0","1","0","Ph","0"
"66","5"," 9","1"," 6","3","5","5"," 6","1","1","0","1","0","1","0","Email","0"
"2751","5"," 3","5"," 1","2","2","5"," 1","2","1","1","0","0","0","0","Email","0"
"3411","2"," 2","4"," 1","1","1","2"," 6","4","1","1","1","0","1","0","Email","0"
"1939","4"," 3","4"," 5","5","5","5"," 8","3","2","0","1","1","1","0","Email","0"
"855","5"," 3","1"," 3","3","5","4"," 1","1","3","0","0","0","0","0","Email","0"
"79","4"," 9","1"," 1","2","3","5"," 1","2","3","0","0","0","0","0","Ph","1"
"4838","5"," 8","1"," 1","2","3","5"," 6","1","1","0","0","0","1","1","Email","0"
"3842","2"," 1","4"," 1","3","3","2","10","1","2","1","1","1","1","1","Email","0"
"3918","2"," 2","1"," 1","3","5","2"," 1","4","2","0","0","0","0","0","Email","0"
"2276","4"," 2","1"," 8","2","4","5"," 6","3","2","0","1","0","1","0","Email","0"
"921","4"," 2","1"," 1","1","1","1"," 1","1","2","0","0","0","0","0","Ph","0"
"2053","1"," 1","1"," 1","3","4","2"," 1","1","3","0","0","0","0","0","Email","0"
"3359","4"," 4","1"," 1","1","1","1"," 3","1","2","0","0","0","1","0","Email","0"
"1709","3"," 1","1"," 2","3","5","4"," 3","1","1","0","0","0","1","0","Email","0"
"435","5"," 3","4"," 4","4","5","3"," 3","3","3","1","0","0","1","0","Email","0"
"1176","2"," 7","1"," 1","1","1","1"," 6","3","1","0","1","0","0","1","Ph","0"
"1514","3"," 4","5"," 2","5","4","2"," 3","4","3","1","0","0","1","0","Ph","1"
"1086","4"," 6","1"," 1","5","5","5"," 3","4","2","0","0","0","1","0","Ph","0"
"1971","2"," 6","1"," 9","3","3","4"," 1","2","1","0","0","0","0","0","Email","0"
"1532","2"," 5","5"," 1","3","4","2"," 3","4","3","1","0","0","1","0","Ph","0"
"4324","2"," 5","1"," 1","1","1","1"," 3","2","1","0","1","0","0","0","Email","0"
"197","4"," 1","4"," 3","3","3","2"," 3","4","1","1","0","0","1","0","Email","0"
"4591","4"," 6","5"," 3","5","3","4"," 6","2","1","1","1","0","1","0","Email","0"
"4050","1"," 4","1"," 2","4","2","5"," 3","2","3","0","0","0","1","0","Ph","0"
"2042","5"," 9","1"," 1","1","1","1"," 3","3","2","0","1","0","0","0","Ph","1"
"1997","1","10","4"," 1","4","5","2"," 1","3","1","0","0","0","0","0","Ph","1"
"3129","5"," 4","4"," 8","4","4","5"," 8","3","3","1","1","1","0","1","Ph","0"
"4551","5"," 4","1"," 1","4","4","3"," 3","2","1","0","1","0","0","0","Email","0"
"207","1"," 5","1"," 1","1","1","1"," 1","4","2","0","0","0","0","0","Email","0"
"2903","2"," 3","1"," 2","3","2","4"," 6","2","2","0","1","0","0","1","Ph","0"
"4797","3"," 2","1"," 1","3","5","4"," 1","3","2","0","0","0","0","0","Email","0"
"4449","3"," 5","1"," 3","2","5","3"," 3","1","2","0","0","0","1","0","Email","0"
"3235","2"," 2","1"," 3","2","3","2"," 1","1","2","0","0","0","1","0","Email","0"
"581","3"," 5","4"," 9","2","4","4"," 1","1","3","1","0","0","0","0","Email","0"
"4443","4"," 3","1"," 1","4","5","3"," 3","3","2","0","0","0","1","0","Ph","0"
"526","1"," 4","4"," 1","1","2","1"," 3","2","1","1","0","0","1","0","Email","0"
"2459","5"," 2","5"," 2","5","2","3"," 3","3","2","1","0","0","1","0","Ph","0"
"2341","4"," 4","5"," 1","4","2","1"," 3","2","2","1","1","0","0","0","Ph","0"
"2870","1"," 6","5"," 6","4","4","2"," 1","2","3","1","0","0","0","0","Email","0"
"1297","5"," 2","4"," 3","5","4","3"," 3","2","2","1","0","0","1","0","Email","0"
"2522","1"," 3","1"," 1","1","2","1"," 1","3","2","0","0","0","0","0","Email","0"
"4126","2"," 4","1"," 3","3","4","2"," 3","3","2","0","0","0","1","0","Email","0"
"3094","4"," 6","1"," 1","4","3","5"," 1","2","1","0","0","0","0","0","Email","0"
"316","4","11","1"," 1","3","2","2"," 3","1","2","0","0","0","1","0","Ph","1"
"1877","4"," 9","5"," 3","2","3","2"," 8","3","1","1","1","1","1","0","Email","1"
"4489","4"," 2","1"," 8","3","5","4"," 3","4","3","0","1","0","0","0","Email","0"
"1412","2"," 6","1"," 2","5","5","3"," 1","2","1","0","0","0","0","0","Email","0"
"4499","5"," 1","1"," 3","5","2","2"," 1","3","3","0","0","0","0","0","Ph","0"
"18","2"," 6","1"," 2","3","4","5"," 1","4","1","0","0","0","0","0","Ph","0"
"3208","2"," 1","1"," 1","1","1","1"," 3","4","3","0","0","0","1","0","Ph","0"
"1924","3"," 2","1"," 6","4","5","4"," 3","1","3","0","0","0","1","0","Email","0"
"2994","2","11","1"," 6","2","3","2"," 1","1","2","0","0","0","0","0","Ph","1"
"2768","3"," 8","1"," 3","5","5","4"," 3","2","1","0","0","0","1","0","Email","0"
"2375","2"," 3","1"," 3","4","4","5"," 1","2","3","0","0","0","0","0","Email","0"
"2921","3"," 9","1"," 1","2","1","1"," 1","1","1","0","0","0","0","0","Email","0"
"4295","2"," 3","1"," 2","5","2","1"," 3","3","1","0","0","0","1","0","Email","0"
"1201","1","13","5"," 9","5","2","5"," 3","4","2","1","0","0","1","0","Email","1"
"404","5"," 4","5"," 2","4","3","5"," 1","3","2","1","0","0","0","0","Ph","0"
"3991","5"," 4","1"," 1","5","5","3"," 3","2","1","0","0","0","1","0","Ph","0"
"3053","5"," 5","1"," 3","3","3","4"," 3","4","3","0","0","0","1","0","Ph","1"
"2540","1"," 3","1"," 8","4","4","5"," 3","3","2","0","0","0","1","0","Ph","0"
"497","1"," 3","1"," 3","4","4","1"," 3","1","3","0","1","0","0","0","Email","0"
"2280","3"," 8","1"," 3","3","2","4"," 3","1","3","0","0","0","1","0","Email","1"
"4601","1"," 1","1"," 2","3","4","2"," 3","2","2","0","0","0","1","0","Email","0"
"3720","1"," 8","1"," 3","4","3","3"," 3","3","1","0","0","0","1","0","Ph","0"
"38","4"," 5","5","10","2","2","4"," 1","1","3","1","0","0","0","0","Email","0"
"978","2","10","1"," 2","5","3","3"," 8","3","2","0","1","1","1","0","Ph","1"
"538","4"," 1","4"," 1","1","1","1"," 1","1","3","1","0","0","0","0","Email","0"
"4457","4"," 3","1"," 2","2","2","2"," 4","1","1","0","1","0","1","0","Email","0"
"3004","1"," 5","1"," 1","5","1","1"," 3","3","1","0","0","0","1","0","Email","0"
"4100","3"," 1","1"," 1","1","1","1"," 1","3","1","0","0","0","0","0","Ph","0"
"2956","1"," 6","1"," 9","2","4","1"," 1","2","2","0","0","0","0","0","Email","0"
"2085","4"," 5","5"," 4","2","4","4"," 3","1","1","1","1","0","0","0","Email","0"
"4639","3"," 4","1"," 3","4","1","3"," 3","1","3","0","0","0","1","0","Ph","0"
"3919","4","10","5"," 1","3","5","2"," 1","1","1","1","0","0","0","0","Ph","0"
"4143","4","11","1"," 7","5","2","4"," 3","2","3","0","0","0","1","0","Ph","1"
"311","4"," 8","5"," 1","1","1","2"," 3","1","1","1","0","0","1","0","Email","0"
"3669","3"," 9","1"," 1","1","1","1"," 3","2","1","0","0","0","1","0","Email","0"
"1752","2"," 2","1"," 1","3","2","4"," 1","2","3","0","0","0","0","0","Email","0"
"175","3"," 6","1"," 1","2","1","1"," 6","4","2","0","0","0","1","1","Email","0"
"2671","3"," 8","1"," 3","4","4","5"," 6","1","1","0","0","0","1","1","Email","0"
"1933","2"," 3","1"," 1","4","3","3"," 3","1","3","0","0","0","1","0","Ph","0"
"4809","1"," 4","1"," 4","5","3","3"," 6","1","1","0","1","0","1","0","Email","0"
"1117","1"," 3","1"," 3","2","3","3"," 6","2","3","0","1","0","1","0","Ph","0"
"649","3"," 5","5"," 3","4","4","3"," 3","1","3","1","0","0","0","1","Ph","1"
"471","3"," 2","5"," 4","4","4","2"," 3","4","1","1","0","0","1","0","Ph","0"
"4230","1"," 3","1"," 1","2","4","2"," 6","4","2","0","1","0","1","0","Email","0"
"2257","4"," 9","1"," 1","2","5","4"," 3","2","2","0","1","0","0","0","Ph","1"
"579","4"," 1","1"," 9","2","4","4"," 6","4","3","0","1","0","1","0","Ph","0"
"699","2"," 6","1"," 2","5","4","3"," 7","2","1","0","1","0","1","0","Email","0"
"3135","1","12","1"," 9","3","3","4","10","4","3","0","1","1","1","1","Ph","1"
"2170","2","11","1"," 1","1","1","1"," 1","2","1","0","0","0","0","0","Ph","0"
"4603","4"," 1","4"," 2","3","4","2"," 1","4","3","1","0","0","0","0","Email","0"
"2769","2","11","1"," 1","1","2","1"," 1","1","1","0","0","0","0","0","Ph","0"
"54","4","13","5"," 3","5","4","5"," 3","3","3","1","0","0","1","0","Ph","1"
"4214","3","14","1"," 1","4","4","4"," 3","1","1","0","0","0","1","0","Email","0"
"3664","2"," 3","1"," 1","5","3","2"," 3","1","1","0","0","0","0","1","Email","0"
"4746","1"," 9","1"," 1","3","5","4"," 1","1","1","0","0","0","0","0","Email","0"
"441","3"," 8","4"," 2","5","5","2"," 3","1","2","1","0","0","1","0","Ph","1"
"3781","2"," 6","1"," 1","1","1","1"," 1","1","1","0","0","0","0","0","Email","0"
"2772","4"," 4","1"," 5","4","2","5"," 6","4","3","0","1","0","1","0","Ph","0"
"610","3"," 2","4"," 1","2","1","1"," 1","4","1","1","0","0","0","0","Email","0"
"3058","2"," 8","5"," 4","3","4","3"," 6","1","1","1","0","0","1","1","Ph","0"
"3866","2"," 3","1"," 1","4","4","5"," 3","1","2","0","0","0","1","0","Email","0"
"1726","2"," 5","1"," 7","1","5","3"," 3","2","3","0","1","0","0","0","Ph","0"
"4313","3"," 1","4"," 1","4","3","4"," 3","4","1","1","0","0","1","0","Ph","0"
"4638","5"," 8","1"," 3","4","2","3"," 3","1","1","0","0","0","1","0","Email","0"
"914","3"," 6","1"," 2","3","4","2"," 3","2","1","0","0","0","1","0","Email","0"
"4294","1"," 4","1"," 2","5","2","2"," 3","2","3","0","0","0","0","1","Ph","0"
"3099","2"," 1","1"," 6","3","5","4"," 1","3","2","0","0","0","0","0","Email","0"
"2742","1"," 6","5"," 2","5","3","3","10","1","2","1","1","1","1","0","Ph","0"
"2237","2"," 3","5"," 5","2","5","5"," 6","1","1","1","0","0","1","1","Email","0"
"3321","2"," 9","4"," 2","4","4","2"," 3","1","1","1","1","0","0","0","Ph","0"
"3106","1"," 3","5"," 1","2","5","2"," 1","4","3","1","0","0","1","0","Email","0"
"4873","4"," 2","1"," 5","3","2","4"," 3","2","1","0","0","0","1","0","Email","0"
"1558","1"," 6","1"," 1","4","2","3"," 3","1","1","0","0","0","1","0","Ph","0"
"208","2"," 5","1"," 1","3","4","3"," 6","2","1","0","1","0","1","0","Ph","0"
"3262","5"," 5","4"," 1","5","4","3"," 1","1","1","1","0","0","0","0","Ph","0"
"3775","4"," 6","1"," 3","5","5","4"," 3","1","1","0","0","0","1","0","Email","0"
"2217","3"," 3","1"," 1","1","4","4"," 3","1","1","0","0","0","1","0","Email","0"
"3482","4"," 1","1"," 1","1","2","1"," 3","2","1","0","1","0","0","0","Email","0"
"4448","1"," 8","1"," 1","1","2","1"," 1","1","1","0","0","0","0","0","Ph","0"
"2729","2"," 5","5"," 1","1","1","1"," 3","3","2","1","0","0","1","0","Email","0"
"2087","4"," 1","4"," 2","3","4","5"," 3","1","3","1","0","0","1","0","Email","0"
"3113","2"," 5","1"," 1","5","5","3"," 3","2","2","0","0","0","1","0","Email","0"
"3685","5"," 4","1"," 1","1","1","1"," 3","1","2","0","0","0","1","0","Email","0"
"4442","2"," 5","1"," 1","5","5","3"," 1","3","2","0","0","0","0","0","Email","0"
"292","1"," 3","5"," 5","3","4","3"," 6","4","1","1","1","0","1","0","Ph","0"
"4269","2"," 9","1"," 2","4","3","2","10","2","1","0","1","1","1","1","Email","0"
"213","4","11","1"," 3","4","4","4"," 3","1","1","0","0","0","1","0","Ph","0"
"4487","4"," 9","5"," 1","3","3","2"," 1","1","1","1","0","0","1","0","Email","0"
"4432","2"," 3","5"," 1","1","1","1"," 1","1","1","1","0","0","0","0","Email","0"
"4518","1"," 3","1"," 3","5","5","5"," 1","4","3","0","0","0","0","0","Ph","0"
"3906","3"," 5","4"," 1","4","4","4"," 1","1","1","1","0","0","0","0","Ph","0"
"2407","5"," 4","5"," 1","5","3","2"," 1","1","1","1","0","0","0","0","Email","0"
"4917","5"," 3","1"," 1","4","3","2"," 3","2","1","0","0","0","1","0","Ph","0"
"1562","5"," 3","5"," 1","5","4","4"," 3","2","2","1","0","0","1","0","Email","0"
"1300","1"," 8","5"," 1","2","1","1"," 3","2","2","1","0","0","0","1","Email","0"
"3287","2"," 2","1"," 3","3","3","3"," 1","3","3","0","0","0","0","0","Email","0"
"4296","3"," 9","1"," 1","2","1","1"," 3","4","3","0","0","0","1","0","Ph","1"
"4967","4"," 6","5"," 1","1","1","1"," 3","1","2","1","1","0","0","0","Ph","0"
"3481","1"," 3","4"," 1","3","5","3"," 1","1","1","1","0","0","0","0","Email","0"
"2836","2"," 6","1"," 2","1","4","2"," 3","1","1","0","0","0","1","0","Email","0"
"2780","2"," 6","1"," 2","4","4","4"," 3","1","3","0","1","0","0","0","Email","0"
"1413","2"," 4","1"," 2","5","5","3"," 1","2","1","0","0","0","0","0","Email","0"
"4681","5"," 2","1"," 2","3","3","5"," 3","3","2","0","1","0","0","0","Email","0"
"557","1"," 3","1"," 2","3","5","2"," 3","3","2","0","0","0","0","1","Ph","0"
"4724","1"," 6","4"," 1","1","1","2"," 3","4","2","0","0","0","1","0","Email","0"
"3598","5","14","5"," 2","2","1","5"," 1","1","1","1","0","0","0","0","Email","0"
"828","4"," 6","1"," 1","3","2","3"," 3","4","2","0","0","0","1","0","Email","0"
"3125","1"," 6","5"," 9","2","3","2"," 6","2","1","1","0","0","1","1","Email","0"
"2418","4"," 6","1"," 1","1","1","1"," 1","1","3","0","0","0","1","0","Ph","0"
"4653","4"," 6","1"," 6","2","5","3"," 1","4","2","0","0","0","0","0","Ph","0"
"643","4"," 2","1"," 4","5","4","3"," 3","2","2","0","0","0","1","0","Email","0"
"2131","4"," 8","1"," 1","4","4","5"," 3","1","3","0","1","0","0","0","Ph","1"
"3536","5"," 2","5"," 3","3","3","2"," 6","1","3","1","1","0","1","0","Email","0"
"3521","2"," 4","5"," 1","1","2","1"," 3","3","3","1","1","0","0","0","Email","0"
"96","2"," 3","1"," 1","2","2","2"," 3","4","3","0","0","0","1","0","Ph","0"
"3949","5"," 3","1"," 5","2","3","5"," 1","3","1","0","0","0","0","0","Email","0"
"1983","4"," 1","5"," 3","2","4","3"," 3","1","1","1","0","0","1","0","Ph","0"
"1574","2"," 1","4"," 4","2","3","5"," 6","2","2","1","0","0","1","1","Email","0"
"1689","4"," 3","1"," 9","5","2","2"," 1","1","1","0","0","0","0","0","Email","0"
"376","3"," 4","1"," 3","5","2","5"," 1","3","1","0","0","0","0","0","Email","0"
"654","4"," 1","1"," 1","1","2","1"," 1","2","3","0","0","0","0","0","Email","0"
"4377","3"," 8","1"," 2","2","4","4"," 1","1","1","0","0","0","0","0","Email","0"
"4665","2"," 5","1"," 2","3","3","5"," 6","3","1","0","0","0","1","1","Email","0"
"1677","1","10","1"," 5","2","4","3"," 1","2","1","0","0","0","0","0","Ph","0"
"1228","5","10","1"," 1","1","2","1","10","1","1","0","1","1","1","1","Email","0"
"2262","2","12","4"," 1","1","1","1"," 1","2","3","0","0","0","0","0","Ph","1"
"4585","2"," 4","1"," 9","3","4","3"," 1","3","1","0","0","0","0","0","Email","0"
"3859","3"," 5","5"," 5","5","2","4"," 6","3","2","1","1","0","1","0","Email","0"
"178","4"," 2","1"," 7","2","5","2"," 6","4","1","0","1","0","1","0","Ph","0"
"4554","2"," 8","4"," 4","5","4","3"," 3","2","3","1","1","0","0","0","Ph","1"
"4052","3"," 2","1"," 1","1","1","2"," 3","2","3","0","1","0","0","0","Ph","0"
"2602","4"," 3","5"," 1","2","1","1","10","4","1","1","1","1","1","0","Email","0"
"247","4"," 8","4"," 1","1","2","1"," 8","4","2","1","0","1","1","1","Ph","1"
"1652","2","12","1"," 3","4","4","3"," 3","2","1","0","0","0","1","0","Email","0"
"4604","2"," 6","1"," 1","1","1","1"," 3","4","3","0","0","0","1","0","Email","0"
"4944","2"," 4","1"," 1","2","2","3"," 6","4","3","0","1","0","0","1","Ph","0"
"1810","3"," 5","1"," 4","2","2","4"," 3","3","2","0","0","0","1","0","Email","0"
"2509","3"," 2","4"," 2","3","4","3"," 3","2","2","1","0","0","0","1","Email","0"
"564","4"," 5","1"," 3","3","5","3"," 3","3","1","0","0","0","1","0","Ph","0"
"3652","2","11","5"," 9","3","4","5"," 1","2","1","1","0","0","0","0","Email","0"
"2290","4"," 3","4"," 1","1","1","1"," 3","3","3","0","0","0","1","0","Email","0"
"2205","5"," 3","1"," 3","3","5","5"," 1","2","2","0","0","0","0","0","Ph","0"
"470","4"," 2","5"," 1","1","1","1"," 6","4","1","1","1","0","1","0","Email","0"
"4265","4","11","1"," 5","5","3","3"," 6","1","1","0","1","0","1","0","Email","0"
"1922","2"," 4","4"," 1","2","1","1"," 1","3","1","0","0","0","0","0","Email","0"
"3141","3"," 1","4","10","3","3","5"," 1","2","3","1","0","0","0","0","Email","0"
"185","2"," 8","1"," 1","4","2","5"," 4","1","3","0","0","0","1","0","Email","0"
"4472","4","11","5"," 1","1","1","1"," 6","1","1","1","1","0","1","0","Email","0"
"4911","2"," 5","1"," 1","2","1","2"," 6","3","1","0","1","0","1","0","Ph","0"
"1135","1"," 6","1"," 1","3","4","4"," 6","4","1","0","0","0","1","1","Email","0"
"2580","4"," 5","1"," 3","5","4","3"," 6","1","1","0","1","0","1","0","Email","0"
"3802","2"," 4","1"," 1","3","2","4"," 3","1","1","0","1","0","0","0","Ph","0"
"29","4"," 3","1"," 1","3","4","3"," 6","1","3","0","1","0","1","0","Ph","0"
"1410","5"," 5","5"," 2","5","3","3"," 6","2","3","1","0","0","1","1","Email","0"
"4622","1"," 3","1"," 2","3","2","5"," 3","1","1","0","0","0","1","0","Email","0"
"4277","2"," 2","4"," 6","3","2","5"," 3","1","3","0","1","0","0","0","Ph","0"
"4868","4"," 5","1"," 9","5","5","4"," 3","3","1","0","0","0","1","0","Email","0"
"3684","2"," 5","1"," 2","4","3","3"," 3","1","3","0","0","0","1","0","Ph","0"
"2511","1"," 5","1"," 4","4","2","4"," 1","3","3","0","0","0","0","0","Email","0"
"3611","4"," 6","5"," 2","5","4","5"," 3","3","2","1","0","0","1","0","Email","0"
"3031","1"," 3","4"," 3","4","4","4"," 3","4","1","1","0","0","1","0","Email","0"
"552","4"," 7","1"," 2","3","3","5"," 1","2","1","0","0","0","0","0","Email","0"
"613","2","12","1"," 2","2","5","1"," 6","1","1","0","1","0","1","0","Ph","0"
"765","2"," 6","1"," 1","4","5","5"," 1","1","1","0","0","0","0","0","Email","0"
"1732","4"," 9","5"," 3","4","5","4"," 3","2","1","1","1","0","0","0","Email","0"
"349","1"," 4","5"," 2","4","5","2"," 1","2","1","1","0","0","0","0","Ph","1"
"895","4"," 1","5"," 3","5","2","3"," 6","4","1","1","1","0","1","0","Email","0"
"2286","3"," 6","5"," 1","2","2","1"," 1","1","1","1","0","0","0","0","Email","0"
"1598","2"," 5","1"," 8","4","5","4"," 3","4","2","0","0","0","1","0","Email","0"
"4428","1"," 5","1"," 1","2","2","2"," 4","2","3","0","1","0","0","0","Ph","1"
"3312","4"," 8","1"," 1","2","3","5"," 3","1","2","0","1","0","0","0","Email","0"
