obs,duration,new_car,used_car,furniture,radio_tv,education,retraining,install_rate,co_applicant,guarantor,real_estate,prop_unkn_none,age,other_install,rent,own_res,num_credits,num_dependents,telephone,foreign,response,amount
297,12,0,1,0,0,0,0,1,0,0,0,0,20,0,1,0,1,1,0,0,1,4675
298,10,1,0,0,0,0,0,4,1,0,0,0,45,0,0,1,1,1,0,1,1,1287
299,18,0,0,1,0,0,0,3,0,0,1,0,43,0,0,1,1,1,1,0,1,2515
300,21,0,0,1,0,0,0,3,0,0,0,0,32,0,0,1,2,1,1,0,1,2745
301,6,1,0,0,0,0,0,1,0,0,1,0,54,0,0,1,1,1,1,0,1,672
302,36,0,0,0,1,0,0,4,0,0,0,0,42,0,0,1,1,1,1,0,0,3804
303,24,1,0,0,0,0,0,4,0,0,1,0,37,1,0,1,2,2,0,0,0,1344
304,10,1,0,0,0,0,0,4,1,0,0,0,49,0,0,1,2,1,1,0,1,1038
305,48,1,0,0,0,0,0,2,0,0,0,1,44,1,0,0,1,1,0,0,0,10127
306,6,0,0,1,0,0,0,4,0,0,1,0,33,0,0,1,1,1,0,0,1,1543
307,30,0,1,0,0,0,0,2,0,0,0,0,24,1,1,0,1,1,0,0,1,4811
308,12,0,0,0,1,0,0,4,0,0,0,1,33,0,0,1,1,1,1,0,0,727
309,8,0,0,1,0,0,0,3,0,0,1,0,24,0,0,1,1,1,0,0,0,1237
310,9,1,0,0,0,0,0,4,0,0,1,0,22,0,1,0,1,1,0,0,1,276
311,48,0,0,0,0,0,0,3,0,0,0,1,40,1,0,0,1,1,1,0,1,5381
312,24,0,0,1,0,0,0,4,0,0,0,0,25,1,0,1,1,1,0,0,1,5511
313,24,0,0,1,0,0,0,2,0,0,0,0,26,0,0,1,1,1,0,0,1,3749
314,12,1,0,0,0,0,0,2,0,0,0,0,25,1,0,1,1,1,0,0,0,685
315,4,1,0,0,0,0,0,1,0,0,1,0,29,0,0,1,1,2,0,1,1,1494
316,36,0,0,1,0,0,0,4,0,0,0,0,31,1,0,1,1,1,0,0,0,2746
317,12,0,0,1,0,0,0,2,0,1,0,0,38,0,0,1,1,2,0,0,1,708
318,24,0,0,1,0,0,0,1,0,0,0,0,48,0,0,1,1,1,1,0,1,4351
319,12,0,0,0,0,1,0,4,0,0,0,0,32,0,0,1,2,1,0,0,1,701
320,15,0,0,1,0,0,0,1,0,0,0,0,27,0,0,1,2,1,0,0,1,3643
321,30,1,0,0,0,0,0,4,0,0,0,0,28,0,0,1,2,1,0,0,0,4249
322,24,0,0,0,1,0,0,4,0,0,0,0,32,0,0,1,1,1,0,0,0,1938
323,24,0,1,0,0,0,0,2,0,0,0,1,34,0,0,0,1,1,1,0,1,2910
324,18,0,0,1,0,0,0,4,0,0,0,0,28,0,0,1,1,1,0,0,1,2659
325,18,1,0,0,0,0,0,4,0,0,1,0,36,0,0,1,2,1,0,0,1,1028
326,8,1,0,0,0,0,0,1,0,0,1,0,39,0,0,1,2,1,0,1,1,3398
327,12,0,0,1,0,0,0,2,0,0,0,0,49,0,1,0,1,1,1,0,1,5801
328,24,1,0,0,0,0,0,4,0,0,0,0,34,0,0,1,1,2,1,0,1,1525
329,36,0,0,0,1,0,0,4,0,0,0,0,31,0,0,1,1,1,0,0,1,4473
330,6,0,0,0,1,0,0,4,0,0,0,0,28,0,0,1,1,2,0,0,1,1068
331,24,0,1,0,0,0,0,2,0,0,0,1,75,0,0,0,2,1,1,0,1,6615
332,18,0,0,0,0,1,0,4,0,0,1,0,30,0,0,1,2,1,0,0,0,1864
333,60,1,0,0,0,0,0,4,0,0,0,0,24,0,0,1,1,1,0,0,0,7408
334,48,0,1,0,0,0,0,2,0,0,0,0,24,1,1,0,2,1,0,0,0,11590
335,24,0,0,1,0,0,0,3,0,0,0,1,23,1,1,0,2,2,0,0,0,4110
336,6,0,0,1,0,0,0,1,0,0,1,0,44,0,1,0,1,1,1,0,0,3384
337,13,0,0,0,1,0,0,2,0,1,0,0,23,0,0,1,1,1,0,0,1,2101
338,15,0,0,0,0,0,0,4,0,0,0,0,24,0,1,0,1,1,0,0,0,1275
339,24,0,0,1,0,0,0,4,0,0,0,0,28,0,0,1,1,1,0,0,1,4169
340,10,0,0,1,0,0,0,4,0,0,0,0,31,0,0,1,1,1,0,0,1,1521
341,24,0,0,0,0,1,0,2,0,0,0,1,24,0,0,0,2,1,1,0,1,5743
342,21,0,0,1,0,0,0,1,0,0,0,0,26,0,1,0,1,1,0,0,1,3599
343,18,0,0,0,1,0,0,1,0,0,1,0,25,0,1,0,1,1,0,0,1,3213
344,18,0,0,0,0,0,1,1,1,0,1,0,33,1,0,1,1,1,1,0,1,4439
345,10,1,0,0,0,0,0,1,0,1,0,0,37,0,0,1,1,2,0,0,1,3949
346,15,0,0,0,1,0,0,4,0,0,0,0,43,0,0,1,1,1,0,0,1,1459
347,13,0,0,0,1,0,0,4,0,1,1,0,23,0,0,1,2,1,0,0,1,882
348,24,0,0,0,1,0,0,1,0,0,0,1,23,0,1,0,1,1,0,0,1,3758
349,6,0,0,0,0,0,1,1,0,0,1,0,34,0,0,1,2,1,0,0,1,1743
350,9,0,0,0,0,1,0,4,0,0,0,1,32,0,0,0,2,2,0,0,0,1136
351,9,0,0,0,0,0,0,1,0,0,1,0,23,0,1,0,1,1,1,0,1,1236
352,9,0,0,1,0,0,0,1,0,0,0,0,29,0,0,1,1,1,0,1,0,959
353,,0,1,0,0,0,0,2,0,0,0,1,38,0,0,1,1,1,1,0,1,3229
354,12,0,0,0,1,0,0,4,0,0,0,0,28,0,1,0,2,1,1,0,0,6199
355,10,0,0,0,0,1,0,4,0,0,0,1,46,0,0,0,1,1,1,0,1,727
356,24,1,0,0,0,0,0,4,0,0,1,0,23,1,0,1,1,1,0,0,0,1246
357,12,0,0,0,1,0,0,1,1,0,1,0,49,0,0,1,1,1,1,0,1,2331
358,36,0,0,0,1,0,0,4,0,0,0,0,26,0,0,1,2,1,1,0,0,4463
359,12,0,0,0,1,0,0,4,0,0,1,0,28,0,0,1,1,1,0,0,1,776
360,30,0,0,1,0,0,0,4,0,0,1,0,23,0,1,0,1,1,0,0,0,2406
361,18,0,0,0,0,1,0,4,0,0,0,1,61,0,0,0,1,1,0,0,1,1239
362,12,0,0,0,1,0,0,2,0,0,0,0,37,0,0,1,1,1,0,0,1,3399
363,12,1,0,0,0,0,0,2,0,0,0,0,36,1,0,1,2,1,1,0,1,2247
364,6,0,0,1,0,0,0,1,0,0,0,0,21,0,1,0,1,1,0,0,1,1766
365,18,0,0,1,0,0,0,4,0,0,0,0,25,0,0,1,1,1,0,0,0,2473
366,12,0,0,0,0,0,1,2,0,0,0,0,36,0,0,1,1,1,1,0,1,1542
367,18,0,1,0,0,0,0,3,0,0,0,0,27,0,0,1,2,1,0,0,1,3850
368,18,0,0,1,0,0,0,1,0,0,0,0,22,0,1,0,1,1,0,0,1,3650
369,36,0,0,1,0,0,0,4,0,0,0,0,42,0,0,1,1,2,0,0,0,3446
370,18,0,0,1,0,0,0,2,0,0,1,0,40,0,1,0,1,1,0,0,1,3001
371,36,1,0,0,0,0,0,4,0,0,1,0,36,0,0,1,1,1,0,0,1,3079
372,18,0,0,0,1,0,0,3,0,0,0,0,33,0,0,1,2,1,1,0,1,6070
373,10,0,0,1,0,0,0,1,0,0,1,0,23,0,1,0,2,1,0,0,1,2146
374,60,1,0,0,0,0,0,2,0,0,0,1,63,1,0,0,1,1,1,0,1,13756
375,60,0,0,0,0,0,0,3,0,0,0,1,60,1,0,0,2,1,1,0,0,14782
376,48,0,0,0,0,0,1,2,0,1,0,0,37,0,1,0,1,1,0,0,0,7685
377,18,0,0,0,1,0,0,2,0,0,1,0,34,0,0,1,2,1,0,0,1,2320
378,7,0,0,0,1,0,0,3,0,0,0,1,36,0,0,0,1,1,0,0,1,846
379,36,1,0,0,0,0,0,4,0,0,0,1,57,0,0,0,1,1,1,0,0,14318
380,6,1,0,0,0,0,0,4,0,0,0,0,52,0,0,1,2,1,0,0,1,362
381,20,0,0,1,0,0,0,4,0,0,0,0,39,0,0,1,1,1,1,0,1,2212
382,18,0,1,0,0,0,0,3,0,0,0,1,38,0,0,0,1,1,1,0,0,12976
383,22,1,0,0,0,0,0,4,0,0,0,0,25,0,1,0,1,1,0,0,1,1283
384,12,1,0,0,0,0,0,4,0,0,1,0,26,0,0,1,1,1,0,0,1,1330
385,30,0,0,0,0,0,1,2,0,0,0,0,26,0,0,1,2,1,0,0,1,4272
386,18,0,0,0,1,0,0,2,0,0,0,0,25,0,0,1,2,1,0,0,1,2238
387,18,0,0,0,1,0,0,4,0,0,1,0,21,0,1,0,1,1,1,0,1,1126
388,18,0,0,1,0,0,0,4,0,0,0,0,40,1,0,1,2,1,1,0,1,7374
389,15,0,0,0,0,0,1,2,0,0,0,0,27,1,0,1,1,1,0,0,1,2326
390,9,0,0,0,0,0,1,3,0,0,0,0,27,0,0,1,2,1,0,0,1,1449
391,18,1,0,0,0,0,0,2,0,0,0,0,30,0,0,1,1,1,1,0,1,1820
392,12,0,0,1,0,0,0,1,0,0,1,0,19,0,1,0,1,1,0,0,1,983
393,36,1,0,0,0,0,0,2,0,0,0,1,39,1,0,0,1,2,1,0,1,3249
394,6,0,0,0,1,0,0,1,0,0,0,0,31,0,0,1,1,1,0,0,1,1957
395,,0,0,1,0,0,0,2,0,0,0,0,31,0,0,1,1,1,0,0,1,2406
396,39,0,0,0,0,1,0,2,0,0,0,1,32,0,1,0,1,1,1,0,1,11760
397,12,0,0,1,0,0,0,3,0,0,0,1,55,0,0,0,1,1,0,0,1,2578
398,36,0,0,1,0,0,0,3,0,0,0,0,46,0,0,1,2,1,1,0,1,2348
399,12,1,0,0,0,0,0,1,0,0,1,0,46,0,1,0,2,1,0,0,0,1223
400,24,0,0,0,1,0,0,4,0,0,1,0,43,0,0,1,2,1,0,0,1,1516
401,18,0,0,0,1,0,0,3,0,0,1,0,39,0,0,1,1,1,1,0,1,1473
402,18,0,0,0,0,0,1,4,0,0,1,0,28,1,0,1,2,1,0,0,1,1887
403,24,0,0,0,0,0,1,2,0,0,0,0,27,1,0,1,2,1,1,0,0,8648
404,14,1,0,0,0,0,0,4,0,0,0,0,27,0,0,1,2,1,0,0,1,802
405,18,1,0,0,0,0,0,4,0,0,0,0,43,0,0,1,1,2,0,0,1,2899
406,24,0,0,0,1,0,0,1,0,0,0,0,22,0,0,1,1,1,1,0,0,2039
407,24,0,1,0,0,0,0,4,0,0,0,0,43,0,0,1,2,2,1,0,1,2197
408,15,0,0,0,1,0,0,4,0,0,1,0,27,0,0,1,1,1,0,1,1,1053
409,24,0,0,0,1,0,0,3,0,0,0,0,26,0,0,1,1,1,1,0,1,3235
410,12,1,0,0,0,0,0,4,0,0,1,0,28,0,0,1,3,1,1,0,0,939
411,24,0,0,0,1,0,0,4,0,0,0,0,20,0,0,1,1,1,1,0,1,1967
412,33,0,1,0,0,0,0,3,0,0,0,0,35,0,0,1,2,1,1,0,1,7253
413,12,0,0,0,0,0,1,4,0,0,0,0,42,1,0,1,2,1,1,0,0,2292
414,10,1,0,0,0,0,0,3,0,0,0,1,40,0,1,0,1,2,0,1,1,1597
415,24,1,0,0,0,0,0,4,0,0,0,0,35,0,0,1,1,1,0,0,0,1381
416,36,0,1,0,0,0,0,2,0,0,0,0,35,0,0,1,2,2,1,0,1,5842
417,12,1,0,0,0,0,0,4,0,0,1,0,33,0,0,1,1,2,0,0,0,2579
418,18,0,0,0,0,1,0,1,0,0,0,0,23,0,1,0,2,1,1,0,1,8471
419,21,1,0,0,0,0,0,1,0,0,0,0,31,1,0,1,1,1,0,0,1,2782
420,18,1,0,0,0,0,0,4,0,0,0,0,33,0,0,1,1,1,0,0,0,1042
421,15,1,0,0,0,0,0,2,0,0,0,0,20,0,1,0,1,1,0,0,1,3186
422,12,0,1,0,0,0,0,4,0,0,0,0,30,0,0,1,1,1,0,0,1,2028
423,12,1,0,0,0,0,0,2,0,0,1,0,47,0,0,1,2,2,0,0,1,958
424,21,0,0,1,0,0,0,4,0,0,1,0,34,0,0,1,2,1,0,0,1,1591
425,12,0,0,1,0,0,0,1,0,0,0,0,25,1,0,1,1,1,1,0,0,2762
426,18,0,1,0,0,0,0,1,0,0,0,0,21,0,1,0,1,1,1,0,1,2779
427,28,0,0,0,1,0,0,4,0,0,0,0,29,0,0,1,2,1,0,0,1,2743
428,18,0,0,0,1,0,0,4,0,0,1,0,46,0,0,1,2,1,0,0,1,1149
429,9,0,0,1,0,0,0,1,0,0,0,0,20,0,0,1,1,1,0,0,1,1313
430,18,0,0,0,0,0,0,2,0,0,0,1,55,0,0,0,3,2,0,0,0,1190
431,5,0,0,0,0,0,1,1,0,0,1,0,74,0,0,1,1,1,0,0,1,3448
432,24,0,0,0,0,0,0,2,1,0,0,0,29,1,0,1,2,1,1,0,0,11328
433,6,0,0,1,0,0,0,4,0,0,0,1,36,0,0,0,3,1,1,0,1,1872
434,24,0,0,0,0,0,0,4,0,0,1,0,33,0,0,1,2,1,1,0,1,2058
435,9,0,0,1,0,0,0,3,0,0,1,0,25,0,0,1,1,1,0,0,1,2136
436,12,0,0,0,1,0,0,2,0,0,1,0,25,0,0,1,1,1,1,0,0,1484
437,6,0,0,0,0,0,0,2,0,0,1,0,23,0,1,0,1,1,0,0,1,660
438,24,1,0,0,0,0,0,4,0,0,1,0,37,0,0,1,2,1,1,0,1,1287
439,42,0,0,0,0,0,0,4,1,0,0,0,65,0,0,1,2,1,0,0,1,3394
440,12,0,0,0,0,0,1,4,0,0,1,0,26,0,0,1,1,1,0,0,0,609
441,12,1,0,0,0,0,0,4,0,0,0,0,39,0,0,1,1,1,1,0,1,1884
442,12,0,0,1,0,0,0,2,1,0,0,0,30,0,0,1,1,1,0,0,1,1620
443,20,0,0,0,0,0,0,2,0,0,0,0,29,1,0,1,2,1,1,0,1,2629
444,12,0,0,0,0,1,0,4,0,0,0,0,41,1,0,1,1,2,0,0,0,719
445,48,0,0,1,0,0,0,2,0,0,0,0,30,0,0,1,1,1,1,0,0,5096
446,9,0,0,0,0,1,0,4,0,0,0,0,41,0,1,0,2,1,0,0,1,1244
447,36,1,0,0,0,0,0,4,0,0,0,0,34,0,0,1,1,1,1,0,0,1842
448,7,0,0,0,1,0,0,2,0,1,1,0,35,0,0,1,1,1,0,0,1,2576
449,12,0,0,1,0,0,0,3,0,0,1,0,55,0,0,1,1,1,1,0,1,1424
450,15,0,0,0,0,0,0,3,0,0,0,0,61,1,0,1,2,1,0,0,0,1512
451,36,0,1,0,0,0,0,4,0,0,0,0,30,0,0,1,1,1,1,0,1,11054
452,6,0,0,0,1,0,0,3,0,0,1,0,29,0,0,1,1,1,0,0,1,518
453,12,0,0,1,0,0,0,2,0,0,0,0,34,0,0,1,2,1,0,0,1,2759
454,24,0,1,0,0,0,0,4,0,0,0,0,35,0,0,1,1,1,1,0,1,2670
455,24,1,0,0,0,0,0,2,1,0,0,0,31,0,0,1,1,1,1,0,0,4817
456,24,0,1,0,0,0,0,4,0,0,0,1,29,0,0,1,1,1,1,0,1,2679
457,11,1,0,0,0,0,0,2,0,0,1,0,36,0,1,0,2,2,0,0,1,3905
458,12,0,1,0,0,0,0,3,0,0,0,1,35,0,0,0,1,1,1,0,0,3386
459,6,0,0,0,0,0,0,4,0,0,1,0,27,0,0,1,1,1,0,0,1,343
460,18,0,0,0,1,0,0,3,0,0,0,0,32,0,0,1,1,1,1,0,1,4594
461,36,0,0,1,0,0,0,1,0,1,0,0,37,0,0,1,1,2,0,0,1,3620
462,15,1,0,0,0,0,0,2,0,0,1,0,36,0,0,1,1,1,0,0,1,1721
463,12,0,0,1,0,0,0,3,0,0,1,0,34,0,1,0,1,1,0,0,1,3017
464,12,0,0,0,0,0,0,4,0,0,0,0,38,0,0,1,2,1,0,0,1,754
465,18,0,0,0,0,0,1,4,0,0,0,0,34,1,0,1,2,1,1,0,1,1950
466,24,0,1,0,0,0,0,3,0,1,0,1,63,1,0,1,1,2,1,0,1,2924
467,24,0,0,0,1,0,0,4,0,0,0,0,29,0,1,0,1,1,1,0,0,1659
468,48,0,0,0,1,0,0,3,0,0,0,0,32,1,0,1,2,2,0,0,1,7238
469,33,0,0,0,0,0,1,2,0,0,0,0,26,0,0,1,2,1,1,0,1,2764
470,24,0,1,0,0,0,0,3,0,0,0,0,35,0,0,1,2,1,1,0,1,4679
471,24,0,0,0,1,0,0,3,0,0,0,0,22,0,1,0,1,1,1,0,0,3092
472,6,0,0,0,0,1,0,4,0,0,0,0,23,0,0,1,1,1,0,0,0,448
473,9,1,0,0,0,0,0,4,0,0,0,0,28,0,0,1,1,1,0,0,0,654
474,6,0,0,0,0,0,0,4,0,0,0,0,36,0,0,1,1,2,1,0,1,1238
475,18,0,0,0,1,0,0,4,0,0,0,0,33,0,0,1,1,1,0,0,0,1245
476,18,0,0,1,0,0,0,1,0,0,0,0,26,0,1,0,1,1,0,0,0,3114
477,39,0,1,0,0,0,0,4,0,0,0,0,24,0,0,1,1,1,0,0,1,2569
478,24,0,0,0,1,0,0,4,0,0,0,0,25,1,0,1,1,1,0,0,1,5152
479,12,0,0,0,0,0,1,3,0,0,1,0,39,0,0,1,1,1,0,0,1,1037
480,15,0,0,1,0,0,0,4,0,0,0,0,44,0,0,1,2,2,1,0,1,1478
481,12,0,0,0,1,0,0,1,0,0,1,0,23,0,0,1,1,1,0,0,1,3573
482,24,1,0,0,0,0,0,4,0,0,0,0,26,0,0,1,1,1,0,0,1,1201
483,30,0,0,1,0,0,0,4,0,0,0,0,57,0,1,0,2,1,1,0,1,3622
484,15,0,0,1,0,0,0,3,0,0,0,0,30,0,0,1,2,1,0,0,1,960
485,12,1,0,0,0,0,0,4,0,0,1,0,44,0,0,1,1,1,1,0,1,1163
486,6,1,0,0,0,0,0,4,0,0,0,0,47,0,0,1,1,1,1,0,0,1209
487,12,0,0,0,1,0,0,2,0,0,0,0,52,0,0,1,1,1,1,0,1,3077
488,24,1,0,0,0,0,0,4,1,0,0,1,62,0,0,0,1,1,1,0,1,3757
489,10,1,0,0,0,0,0,3,0,0,1,0,35,0,1,0,1,1,0,1,1,1418
490,6,1,0,0,0,0,0,2,0,1,0,0,26,0,1,0,1,1,0,0,1,3518
491,12,0,0,0,1,0,0,2,0,0,0,1,26,0,0,1,2,1,0,0,1,1934
492,27,0,0,0,0,0,1,2,0,0,0,1,42,0,0,0,2,1,1,0,0,8318
493,6,0,0,0,1,0,0,1,0,0,0,0,27,0,0,1,2,1,0,0,1,1237
494,6,0,0,0,1,0,0,4,0,0,0,0,38,0,0,1,1,1,0,0,1,368
495,12,1,0,0,0,0,0,3,0,0,1,0,39,0,1,0,2,2,0,1,1,2122
496,24,0,0,1,0,0,0,2,0,0,0,0,20,0,0,1,1,1,0,0,0,2996
497,36,0,0,1,0,0,0,4,1,0,0,1,29,0,1,0,1,1,1,0,0,9034
498,24,0,0,1,0,0,0,4,0,0,0,0,40,0,0,1,2,1,0,0,1,1585
499,18,0,0,0,1,0,0,4,0,1,1,0,32,0,0,1,1,1,0,0,1,1301
500,6,1,0,0,0,0,0,2,0,0,0,0,28,0,0,1,2,2,1,0,1,1323
501,24,1,0,0,0,0,0,4,0,0,0,0,27,0,0,1,1,1,0,0,0,3123
502,36,0,1,0,0,0,0,2,0,0,0,1,42,0,0,0,1,2,0,0,1,5493
503,9,0,0,0,1,0,0,2,0,0,1,0,49,0,0,1,1,1,0,0,1,1126
504,24,0,0,0,1,0,0,4,0,0,0,1,38,1,0,1,2,2,0,0,0,1216
505,24,1,0,0,0,0,0,4,0,0,0,0,24,0,1,0,1,1,0,0,0,1207
506,10,1,0,0,0,0,0,4,0,1,0,0,27,0,0,1,1,1,0,0,0,1309
507,15,0,1,0,0,0,0,2,0,0,0,0,36,0,0,1,1,1,1,0,1,2360
508,15,1,0,0,0,0,0,1,0,0,0,0,34,0,0,1,1,2,1,0,0,6850
509,24,0,0,0,1,0,0,4,0,0,0,0,28,0,0,1,1,1,0,0,1,1413
510,39,0,1,0,0,0,0,4,0,0,0,0,45,0,0,1,1,1,1,0,1,8588
511,12,1,0,0,0,0,0,4,0,0,1,0,26,0,0,1,1,1,0,0,0,759
512,36,0,1,0,0,0,0,2,0,0,0,1,32,0,0,0,1,1,1,0,1,4686
513,15,0,0,0,0,0,1,2,0,0,0,0,26,0,1,0,1,1,1,0,1,2687
514,12,0,0,0,1,0,0,4,1,0,1,0,20,0,1,0,2,1,0,0,1,585
515,24,1,0,0,0,0,0,4,0,0,0,0,54,0,0,1,1,1,0,0,1,2255
516,6,1,0,0,0,0,0,4,0,0,0,0,37,0,0,1,2,1,0,1,1,609
517,6,1,0,0,0,0,0,2,0,0,1,0,40,0,0,1,1,2,0,1,1,1361
518,36,0,0,1,0,0,0,2,0,0,0,0,23,0,1,0,2,1,1,0,0,7127
519,6,1,0,0,0,0,0,3,0,0,0,0,43,0,0,1,1,1,1,0,1,1203
520,6,0,0,0,1,0,0,4,0,0,0,1,36,0,0,0,2,1,0,0,1,700
521,24,0,0,0,0,0,0,3,0,0,0,1,44,0,0,0,2,1,0,0,1,5507
522,18,0,0,0,1,0,0,2,0,0,1,0,24,0,0,1,1,1,0,0,0,3190
523,48,0,0,1,0,0,0,3,0,0,0,1,53,0,0,0,2,2,0,0,0,7119
524,24,0,1,0,0,0,0,3,0,0,0,0,23,0,0,1,1,1,0,0,1,3488
525,18,0,0,0,1,0,0,4,0,1,1,0,26,0,0,1,1,2,0,0,1,1113
526,26,0,1,0,0,0,0,2,0,0,0,0,30,0,0,1,2,1,0,0,1,7966
527,15,0,0,0,0,1,0,4,0,0,0,0,31,0,0,1,1,1,0,0,1,1532
528,4,0,0,0,1,0,0,2,0,0,1,0,42,0,0,1,2,2,0,0,1,1503
529,36,0,0,0,1,0,0,4,0,0,0,0,31,0,1,0,1,1,0,0,0,2302
530,6,1,0,0,0,0,0,3,0,0,1,0,41,0,0,1,1,2,1,0,1,662
531,36,0,0,0,0,1,0,3,0,0,0,0,32,0,0,1,2,2,0,0,1,2273
532,15,1,0,0,0,0,0,2,0,0,0,0,28,0,1,0,2,1,1,0,0,2631
533,12,0,1,0,0,0,0,4,0,0,1,0,41,0,1,0,1,1,0,0,1,1503
534,24,0,0,0,1,0,0,4,0,0,0,0,26,0,0,1,1,1,1,0,1,1311
535,24,0,0,0,1,0,0,4,0,0,0,0,25,0,0,1,2,1,0,0,1,3105
536,21,0,0,0,0,1,0,2,0,0,0,0,33,0,1,0,1,1,0,0,0,2319
537,6,1,0,0,0,0,0,4,0,0,0,0,75,0,0,1,1,1,1,0,1,1374
538,18,0,0,1,0,0,0,3,0,0,0,0,37,0,0,1,1,1,1,0,1,3612
539,48,1,0,0,0,0,0,4,0,0,0,1,42,1,0,0,1,1,0,0,0,7763
540,18,0,0,1,0,0,0,1,0,0,0,0,45,1,0,1,1,1,0,0,1,3049
541,12,0,0,0,1,0,0,1,0,0,1,0,23,0,1,0,1,1,0,0,0,1534
542,24,1,0,0,0,0,0,4,0,0,0,1,60,0,0,0,2,1,1,0,1,2032
543,30,0,0,1,0,0,0,4,0,0,0,0,31,0,0,1,1,1,0,0,0,6350
544,18,0,0,1,0,0,0,2,0,0,1,0,34,0,0,1,1,2,0,0,0,2864
545,12,1,0,0,0,0,0,4,0,0,1,0,61,0,0,1,2,1,0,0,1,1255
546,24,1,0,0,0,0,0,4,0,0,1,0,43,0,0,0,2,2,0,0,0,1333
547,24,1,0,0,0,0,0,4,0,0,0,0,37,0,0,1,1,1,1,0,1,2022
548,24,0,0,0,1,0,0,3,0,0,0,0,32,1,0,1,1,2,0,0,1,1552
549,12,0,0,0,1,0,0,4,0,0,1,0,24,1,0,1,1,1,0,0,0,626
550,48,0,1,0,0,0,0,2,0,0,0,1,35,0,0,0,2,1,1,0,1,8858
551,12,0,0,0,0,0,0,4,0,0,1,0,23,0,0,1,2,1,0,0,1,996
552,6,0,0,0,1,0,0,2,0,0,0,0,45,1,0,1,1,2,0,0,1,1750
553,48,0,0,0,1,0,0,1,0,1,1,0,34,0,0,1,2,1,1,0,0,6999
554,12,1,0,0,0,0,0,4,0,0,0,0,27,0,0,1,1,1,0,0,1,1995
555,9,0,0,0,0,1,0,4,0,0,0,0,67,0,0,1,2,1,1,0,1,1199
556,12,0,0,0,1,0,0,2,0,0,0,0,22,1,0,1,1,1,0,0,0,1331
557,18,1,0,0,0,0,0,3,0,0,0,0,28,0,0,1,2,1,0,0,0,2278
558,21,1,0,0,0,0,0,1,0,0,0,0,29,1,0,1,2,1,1,0,0,5003
559,24,0,0,1,0,0,0,3,0,0,0,0,27,1,0,1,1,1,0,0,0,3552
560,18,0,0,1,0,0,0,2,0,0,1,0,31,0,0,1,2,1,0,0,0,1928
561,24,0,1,0,0,0,0,4,0,0,0,1,49,1,0,0,1,2,1,0,1,2964
562,24,0,0,0,1,0,0,4,0,1,0,0,24,1,1,0,1,1,0,0,0,1546
563,6,0,0,0,1,0,0,2,0,0,0,0,29,1,0,1,1,1,0,0,1,683
564,36,1,0,0,0,0,0,1,0,0,0,1,37,0,0,0,1,1,1,0,0,12389
565,24,0,0,0,0,0,1,4,0,0,0,0,37,1,0,1,2,1,1,0,1,4712
566,24,0,0,0,1,0,0,3,0,0,0,0,23,0,1,0,2,1,1,0,1,1553
567,12,1,0,0,0,0,0,2,0,0,0,0,36,0,0,1,1,1,0,0,0,1372
568,24,0,0,0,1,0,0,2,0,0,0,0,34,0,0,1,1,1,0,0,1,2578
569,48,0,0,0,1,0,0,4,0,0,0,0,41,0,0,1,2,2,1,0,1,3979
570,48,0,0,0,1,0,0,3,0,0,0,0,31,0,0,1,1,1,1,0,0,6758
571,24,0,0,1,0,0,0,4,0,0,1,0,23,0,1,0,1,1,1,0,0,3234
572,30,0,0,0,1,0,0,3,1,0,0,0,38,0,0,1,1,1,0,0,1,5954
573,24,0,1,0,0,0,0,2,0,0,0,0,26,0,1,0,1,1,1,0,1,5433
574,15,0,0,0,0,0,1,4,0,0,0,0,22,0,0,1,1,1,0,0,1,806
575,9,0,0,0,1,0,0,4,0,0,0,0,27,0,0,1,2,1,0,0,1,1082
576,15,0,0,1,0,0,0,2,1,0,0,0,24,1,0,1,2,1,0,0,1,2788
577,12,0,0,0,1,0,0,2,0,0,1,0,27,0,0,1,1,1,0,0,1,2930
578,24,0,0,0,0,1,0,3,0,0,0,0,33,0,0,1,2,1,1,0,1,1927
579,36,1,0,0,0,0,0,4,0,0,0,0,27,0,0,1,2,1,0,0,0,2820
580,24,0,0,0,0,0,0,4,0,0,0,0,27,0,0,1,2,1,0,0,1,937
581,18,1,0,0,0,0,0,3,0,1,1,0,30,1,0,1,2,1,0,0,0,1056
582,12,1,0,0,0,0,0,1,0,0,1,0,49,1,0,1,2,2,0,0,1,3124
583,9,0,0,1,0,0,0,4,0,0,1,0,26,0,1,0,1,1,0,0,1,1388
584,36,0,0,0,0,0,0,4,0,0,0,1,33,0,1,0,1,1,0,0,0,2384
585,12,1,0,0,0,0,0,4,0,0,0,1,52,0,0,0,1,1,1,0,1,2133
586,18,0,0,1,0,0,0,1,0,0,1,0,20,1,1,0,1,1,0,0,0,2039
587,9,1,0,0,0,0,0,2,0,0,1,0,36,0,1,0,2,2,0,0,1,2799
588,12,0,0,1,0,0,0,4,0,1,0,0,21,0,0,1,1,1,0,0,1,1289
589,18,0,0,0,0,0,0,4,0,0,1,0,47,0,0,1,1,1,1,0,0,1217
590,12,0,0,1,0,0,0,3,0,0,0,0,60,0,0,1,2,1,0,0,0,2246
591,12,0,0,0,1,0,0,4,0,0,1,0,58,0,0,1,4,1,1,0,1,385
592,24,1,0,0,0,0,0,4,0,0,0,0,42,0,1,0,2,1,1,0,1,1965
