ID,age,exp,inc,mortgage,ccAvg,MaxCC,MinCC,sdCC,usage,family,edu,mortS,cc,cd,online,securities,infoReq,loan
1434,51,25,68,55.30702658,59.70163032,4.193745146,99.28900577,29.37501253,0.25,2,2,0,1,0,0,0,Email,0
1435,65,41,55,0,54.80046928,3.804296805,91.39940253,26.79618341,0,2,1,0,0,0,0,0,Email,0
1436,43,17,55,0,1.745746291,0.102338616,2.69785607,0.937638306,0.25,1,1,0,0,0,1,0,Email,0
1437,46,21,80,0,24.90561902,10.95846445,11.81381547,13.0994105,0.5,4,1,0,1,0,1,0,Email,0
1438,28,3,123,146,25.84402878,11.52753049,12.58176371,13.63130175,0,1,1,1,0,0,0,0,Email,0
1439,63,37,90,106,23.96481908,10.46429468,11.42299104,12.51738637,0.5,4,2,1,0,0,1,1,Ph,0
1440,59,29,61,0,0.726831777,0.415818691,0.380805736,0.36595365,0,1,3,0,0,0,0,0,Ph,0
1441,42,15,41,0,16.02923193,10.76563228,5.905826622,30.47176253,0.25,3,2,0,0,0,1,0,Email,0
1442,58,33,43,0,16.77853606,11.28596271,6.130399961,32.44259631,0.25,2,3,0,0,0,1,0,Email,0
1443,39,13,71,162,15.39664329,10.55304941,5.711373372,29.46028251,0.5,3,1,1,0,0,1,1,Email,0
1444,36,12,25,0,0.351880108,0.189575538,0.154923099,0.985949171,0.25,4,1,0,0,0,1,0,Email,0
1445,60,26.10303327,154,0,94.33997761,28.6366255,2.992281618,18.97465276,0.75,3,2,0,0,1,1,1,Ph,1
1446,47,21,141,0,97.40133568,29.6905321,3.134917857,19.79183373,0,1,1,0,0,0,0,0,Email,0
1447,39.72820826,4,22,110,91.44136248,27.68638628,2.854476321,18.06630986,0,2,3,1,0,0,0,0,Email,0
1448,52,22.77835442,145,0,1.965049361,0.782991357,0.093778669,0.498915327,0.333333333,2,1,0,0,0,1,0,Ph,0
1449,41,16,49,0,17.92357247,9.020846378,31.42623918,8.964809778,0.25,3,3,0,0,0,1,0,Email,0
1450,63,37,109,0,18.54450535,9.319808267,32.40656329,9.283531999,0.25,1,1,0,0,0,1,0,Ph,0
1451,50.95561672,34,80,0,17.46072491,8.552775922,30.00715135,8.555249822,0.5,3,1,0,1,0,1,0,Email,0
1452,44,20,82,201,0.35778416,0.235958936,0.585198752,0.22858481,0.5,4,2,1,1,0,1,0,Ph,0
1453,54,28,52,0,21.83326975,21.83018017,0.996155299,14.0682474,0.25,4,1,0,0,0,1,0,Email,0
1454,29,5,85,0,22.90828546,22.92894082,1.029893577,14.56304581,0.5,3,1,0,1,0,1,0,Ph,0
1455,51,25,148,0,20.93988222,20.9225959,0.970115594,13.32516481,0,1,1,0,0,0,0,0,Email,0
1456,51.29978375,39,160,0,0.726373643,0.702002404,0.023309973,0.397376567,0.25,2,1,0,1,0,0,0,Email,0
1457,36,11,39,0,13.15512417,32.7672931,1.014714164,2.019347979,0.25,4,1,0,0,0,1,0,Email,0
1458,42,16,25,0,13.59918371,34.3905866,1.049812994,2.094418709,0.333333333,2,3,0,1,0,1,0,Email,0
1459,51,22.59525838,33,0,12.51710695,31.51211736,0.976810042,1.945502187,0.5,1,3,0,1,0,1,0,Ph,0
1460,47,20,38,53.10194669,0.414294577,0.899558793,0.029234843,0.052932564,0,3,2,0,0,0,0,0,Ph,0
1461,40,16,85,0,87.12534575,31.4467134,3.022226773,13.93299959,0.5,1,3,0,1,0,1,0,Email,0
1462,54,28,48,0,92.16657452,32.78147791,3.145340228,14.45594983,0.25,1,1,0,0,0,1,0,Email,0
1463,47,21,15,53.10194669,84.32978989,30.45187405,2.909091415,13.3177216,0,4,3,0,0,0,0,0,Email,0
1464,35,10,94,174,2.282271851,0.856093938,0.076799154,0.394851172,0.333333333,1,1,1,0,0,1,0,Email,0
1465,28,4,120,0,3.951537445,39.67582051,43.79985399,90.72292465,0.25,2,1,0,0,0,1,0,Email,0
1466,45,19,60,159,4.187155153,41.83477956,45.14501124,94.39542095,0.25,1,3,1,0,0,1,0,Email,0
1467,33,9,145,63.55686295,3.823542741,38.26618962,42.62786989,87.34975211,0.25,2,1,1,1,0,0,0,Email,0
1468,62,36,29,0,0.11370521,1.333415057,0.820655985,2.0896379,0,2,3,0,0,0,0,0,Email,0
1469,45,18,78,0,26.22344326,26.94685279,57.79956185,3.005397607,0.25,3,2,0,0,0,1,0,Ph,0
1470,59,35,59,0,27.21585967,28.04570334,60.80176704,3.109545027,0.25,4,2,0,0,0,1,0,Email,0
1471,58,28,80,0,24.72214392,25.65446799,55.21877385,2.851604509,0.25,2,3,0,1,0,0,0,Email,0
1472,52,22.77835442,180,0,0.901953485,0.851130134,1.791522161,0.091626055,0.333333333,1,1,0,0,0,1,0,Email,0
1473,34,8,8,83,12.97935666,12.98490081,24.01906594,8.9720589,0.25,3,2,1,0,0,1,0,Email,0
1474,65,26.10303327,73.04536278,0,13.55459623,13.56203956,25.17897514,9.335400887,0.25,1,3,0,0,0,1,0,Email,0
1475,48,23,79,0,12.44626908,12.37795185,22.83673113,8.565691577,0.25,2,3,0,0,0,1,0,Email,0
1476,44,19,78,268,0.337832814,0.351345121,0.905661763,0.263120656,0,2,1,1,0,0,0,0,Email,0
1477,61,37,64,0,32.35734618,3.966150493,16.28790732,23.85704231,0.25,1,2,0,1,0,0,0,Email,0
1478,40,14,64,0,33.52178389,4.149500457,16.76548802,25.09205359,0.5,4,3,0,1,0,1,0,Ph,0
1479,65,39,160,237,30.8724919,3.823168988,15.30927929,22.82749224,0.25,4,1,1,0,0,1,0,Ph,1
1480,28,4,43,102,1.101134046,0.117740012,0.485062798,0.870231939,0,1,3,1,0,0,0,0,Ph,0
1481,67,42,32,0,12.80078403,4.033759749,67.93451965,17.85728317,0.25,1,3,0,1,0,0,0,Ph,0
1482,35,9,179,76,13.22809602,4.121760306,70.83812775,18.82018746,0.5,2,1,1,0,0,1,1,Ph,0
1483,60,35,8,0,12.37319313,3.813167607,64.87464134,17.13748126,0.25,1,1,0,0,0,1,0,Email,0
1484,58,32,63,0,0.302053465,0.104421294,1.854174368,0.600041481,0.5,1,1,0,0,0,1,1,Email,0
1485,55,30,40,0,9.01827888,28.16226343,30.95553008,37.37975076,0.5,2,3,0,0,0,1,1,Email,0
1486,34,9,99,155,9.442793651,29.39149696,32.54189393,38.71794917,0.25,4,2,1,0,0,1,0,Email,0
1487,35,16.07237345,141,0,8.557493706,26.79382219,29.56011938,35.48733156,0,2,2,0,0,0,0,0,Ph,1
1488,28,4,159,0,0.307434919,0.988248638,0.999304631,1.116596994,0.5,1,1,0,1,0,1,0,Email,0
1489,38,12,39,174,8.871101249,3.970059782,4.022467658,38.0561824,0.25,2,1,1,0,0,1,0,Email,0
1490,62,38,99,0,9.339383413,4.136205405,4.193938348,39.79161742,0,1,2,0,0,0,0,0,Email,0
1491,30,4,18,0,8.643110383,3.831578285,3.817801529,36.51924869,0.5,4,2,0,1,0,1,0,Email,0
1492,38,12,38,0,0.222232507,0.093806827,0.127827002,1.073885293,0.5,2,1,0,1,0,1,0,Ph,0
1493,33,8,133,0,12.87974251,15.93162289,2.003962225,33.08075063,0.25,1,1,0,0,0,1,0,Ph,0
1494,58,34,84,0,13.28789358,16.77047779,2.098351915,34.45426454,0.5,2,1,0,1,0,1,0,Email,0
1495,59,35,60,0,12.35837734,15.27541078,1.915331837,31.76223249,0.5,1,2,0,1,0,1,0,Email,0
1496,52,28,178,147,0.381591031,0.512325725,0.058082153,1.030003161,0.25,3,3,1,0,0,1,0,Email,1
1497,36,12,18,0,40.85300635,3.995984796,32.11567923,2.989558043,0.25,1,3,0,1,0,0,0,Email,0
1498,45,21,73.43318738,0,41.99864924,4.194460445,33.37985512,3.141105794,0.25,1,3,0,0,0,1,0,Email,0
1499,49,23,125,0,39.03808399,3.811750186,30.69120736,2.853914079,0,1,1,0,0,0,0,0,Email,0
1500,52,26,91,0,0.898662988,0.145912584,0.996970137,0.099816508,0.75,1,2,0,1,1,1,0,Ph,1
1501,54,28,74,0,19.99658168,8.993818173,2.010029933,9.053015823,0.25,2,1,0,0,0,1,0,Email,0
1502,30,4,35,0,20.98354891,9.284261012,2.073993316,9.435934366,0.5,2,2,0,1,0,0,1,Email,0
1503,65,26.10303327,113,0,19.13081237,8.790512559,1.920789623,8.585710119,0.5,1,1,0,1,0,1,0,Email,0
1504,34,8,52,0,0.59313715,0.163256038,0.048769431,0.261078845,0,4,2,0,0,0,0,0,Ph,0
1505,30,6,73.49772631,0,8.919888074,86.79928503,20.26074721,15.91078576,0.25,2,2,0,0,0,1,0,Ph,1
1506,51,25,18,93,9.244275474,90.87054404,20.8947763,16.69233355,0.25,1,3,1,1,0,0,0,Email,0
1507,48.79394295,27,25,0,8.668829977,82.71670104,19.09085315,15.22820956,0.5,2,1,0,1,0,1,0,Ph,0
1508,43,18,50,0,0.239742653,2.495822326,0.512453216,0.524182373,0,4,3,0,0,0,0,0,Email,0
1509,35,10,75,0,25.91103059,8.989171798,28.75420563,23.96465751,0.5,4,3,0,1,0,1,0,Ph,0
1510,56,26,92,0,27.18212156,9.372598342,30.39429211,25.03718553,0.5,2,3,0,1,0,0,1,Email,0
1511,57,32,33,0,24.74822919,8.729890739,27.6757642,22.80353518,0.333333333,2,2,0,0,0,1,0,Email,0
1512,58,32,65,0,0.790476005,0.215986122,0.893540203,0.768409054,0,3,3,0,0,0,0,0,Email,0
1513,53,28,44,0,26.97388168,11.04195489,53.47883683,24.96134257,0,1,1,0,0,0,0,0,Email,0
1514,45.33803457,19.96655983,183,354,28.17667365,11.50116655,55.6437046,26.13865351,0,2,1,1,0,0,0,0,Email,0
1515,44,20,175,0,25.76971536,10.66591954,51.58239686,23.85074122,0.666666667,2,1,0,1,0,1,0,Email,0
1516,54,28,28,53.10194669,0.80696909,0.256993649,1.581061455,0.746158758,0.5,4,3,0,1,0,1,0,Ph,0
1517,41,17,49,0,22.18687942,93.00591517,30.05385518,5.003082813,0,1,2,0,0,0,0,0,Email,0
1518,52,26,45,0,22.82985336,97.54309353,31.37752695,5.234876925,0.25,1,1,0,0,0,1,0,Email,0
1519,43,18.49063156,64,221,21.1957303,88.65004147,28.55395342,4.758205078,0.25,4,3,1,0,0,1,0,Ph,1
1520,63,38,22,90,0.573632753,3.631312656,0.963131952,0.178526362,0.25,3,3,1,0,0,1,0,Email,0
1521,54,30,120,119,19.3362289,24.09705344,13.931412,24.85707038,0.5,1,1,1,1,0,1,0,Email,0
1522,33,8,175,102,19.87554258,25.02697679,14.61929195,25.67808423,0.25,2,1,1,0,0,1,0,Email,0
1523,25,-1,101,256,18.46568715,23.45902891,13.41170456,23.98403925,0.25,4,3,1,1,0,0,0,Email,0
1524,41,16,104,0,0.438615722,0.568742556,0.421408655,0.617630366,0.25,1,3,0,0,0,1,0,Email,0
1525,40,16,155,0,28.79892236,33.27008035,2.025659242,4.957161937,0.75,4,3,0,1,1,1,0,Email,1
1526,43,18,58,0,30.23368043,34.60734102,2.092635448,5.150021728,0,1,1,0,0,0,0,0,Email,0
1527,36,10,80,0,27.60578546,31.72694912,1.905286884,4.752632476,0.25,4,2,0,0,0,1,0,Email,0
1528,57,33,45,53.89683207,0.87981231,1.029917669,0.065282022,0.133124575,0,1,3,0,0,0,0,0,Ph,0
1529,34,9,134,164,26.36757927,40.16791339,35.37441105,32.79843184,0.5,1,1,1,0,0,1,1,Email,0
1530,38,14,58,153,27.26175549,41.91293612,36.67405667,33.85737026,0.25,4,3,1,0,0,0,1,Email,0
1531,47,21,20,0,24.80847424,38.43144677,33.46454472,31.4571642,0.666666667,1,1,0,1,0,1,0,Ph,0
1532,39,13,25,0,0.769540718,1.221263058,1.254138122,0.731636646,0.25,4,3,0,0,0,1,0,Ph,0
1533,45,20,55,0,3.02031361,0.985825213,18.01905624,44.92574231,0.5,1,1,0,1,0,1,0,Email,0
1534,62,37,155,0,3.146137279,1.030417953,18.77913045,46.20710838,0,1,1,0,0,0,0,0,Ph,0
1535,59,34,30,0,2.854278839,0.950238226,17.21836626,42.953242,0.5,1,1,0,1,0,1,0,Email,0
1536,61,37,39,0,0.111708651,0.024051804,0.596429804,1.017344883,0.5,4,1,0,1,0,1,0,Ph,0
1537,36,12,73,188,7.071278485,16.11821183,26.98661252,1.977590848,0.25,4,3,1,0,0,1,0,Ph,0
1538,58,34,73.04536278,0,7.34491931,16.78474058,28.29534155,2.097510822,0.25,4,1,0,0,0,1,0,Ph,0
1539,55,30,34,157,6.739195564,15.46574066,25.73361826,1.920655503,0.25,4,3,1,0,0,1,0,Email,0
1540,29,5,21,119,0.207637353,0.570315018,0.956313074,0.046261626,0,3,3,1,0,0,0,0,Email,0
1541,34,8,11,0,12.0147958,37.5450741,7.011487205,37.16000273,1,4,1,0,1,1,1,1,Email,0
1542,61,35,154,0,12.55001977,39.72627082,7.34572789,38.75416864,0,2,1,0,0,0,0,0,Email,0
1543,50,20,19,0,11.41226862,36.14976825,6.79425094,35.41710567,0,4,3,0,0,0,0,0,Email,0
1544,47.70733354,26,101,0,0.384535114,1.129576327,0.195308526,0.956678176,0.25,2,2,0,0,0,1,0,Ph,0
1545,39,15,24,116,21.92608656,21.68733843,15.84222781,26.03409063,0.5,1,1,1,1,0,1,0,Email,0
1546,55,29,73.04536278,0,22.652437,22.79261758,16.7032714,27.04157328,0.25,2,1,0,0,0,0,1,Email,0
1547,33,9,105,0,21.01710875,21.00672633,15.3267998,24.86234746,0.25,1,1,0,0,0,1,0,Email,0
1548,47,21,52,194,0.497680722,0.611334073,0.53186021,0.750261523,0,1,2,1,0,0,0,0,Email,0
1549,57,32,21,113,24.15236913,81.27176227,27.91425237,13.95813622,0.25,4,2,1,0,0,0,1,Email,0
1550,57,31,45,198,24.79504956,84.80222878,29.34129508,14.40868903,0.25,1,1,1,0,0,1,0,Ph,0
1551,40,14,39,0,22.80598383,76.97509068,26.97370763,13.40272985,0.25,1,1,0,0,0,1,0,Email,0
1552,50,25,192,238,0.573356001,2.672796661,0.799796734,0.347293889,0.25,2,1,1,1,0,0,0,Email,0
1553,29,5,195,0,45.02135326,0.997474451,12.95689416,7.060722374,0,1,1,0,0,0,0,0,Email,0
1554,46,22,83,0,47.02441896,1.042928453,13.40961784,7.349984657,0,3,1,0,0,0,0,0,Email,0
1555,42,15,34,0,42.94963685,0.952416757,12.4867301,6.697968982,0.5,3,1,0,0,0,1,1,Email,0
1556,59,33,69.48066569,104,1.18519352,0.033328178,0.32808191,0.214100993,0.333333333,4,2,1,0,0,1,0,Email,0
1557,31,1,60,244,91.05393255,0.997230085,24.85553515,38.15968687,0,4,3,1,0,0,0,0,Ph,0
1558,47.63745181,25,41,0,94.41688714,1.045135504,25.66266552,39.74917005,0,4,1,0,0,0,0,0,Ph,0
1559,35,10,72,285,85.67826983,0.954252733,23.91919799,36.78725779,0,3,1,1,0,0,0,0,Email,0
1560,59,35,102,115,3.014781379,0.031153381,0.555661288,0.926458359,0.25,4,2,1,0,0,1,0,Ph,1
1561,35,16.07237345,31,0,2.974960346,26.35957479,2.992549,18.96082882,0,3,1,0,0,0,0,0,Email,0
1562,46,20,73,128,3.062788329,27.22052084,3.142765477,19.73196897,0.25,1,2,1,0,0,1,0,Email,0
1563,34,9,89,0,2.890029207,24.87417895,2.852994763,18.2126751,0.25,1,1,0,0,0,1,0,Ph,0
1564,55,29,19,121,0.053045728,0.708158115,0.097304124,0.540229106,0.5,4,3,1,1,0,0,1,Ph,0
1565,64,40,63,0,3.923208716,47.18104637,19.99724676,27.12143369,0.25,4,2,0,0,0,1,0,Email,0
1566,34,15.64103246,104,0,4.073012469,49.31175226,20.86256855,28.34119359,0.25,3,3,0,0,0,1,0,Ph,0
1567,61,35,40,128,3.816111456,45.18276526,19.29922997,26.14572271,0.25,2,2,1,0,0,1,0,Email,0
1568,63,39,92,0,0.099291252,1.270767515,0.522763989,0.759247015,0.25,2,3,0,0,0,1,0,Ph,0
1569,59,33,72,55.22147974,23.97189856,18.91474113,36.83027782,20.13763912,0,2,2,1,0,0,0,0,Ph,0
1570,51,27,44,141,24.74495898,19.78309363,38.32550503,20.9901134,0,3,2,1,0,0,0,0,Email,0
1571,41,16,114,0,22.8629249,18.15251326,35.17148774,19.19315353,0.333333333,4,1,0,1,0,0,0,Ph,1
1572,37,13,73,0,0.756134236,0.560570488,1.113275884,0.587967782,0,4,1,0,0,0,0,0,Email,0
1573,64,40,63,0,1.976953576,1.004316011,26.42728089,3.984064045,0.5,4,1,0,1,0,0,1,Email,0
1574,44,20,69,55.30702658,2.096604546,1.041176566,27.10602743,4.182276899,0.75,1,3,0,1,1,1,0,Email,0
1575,62,37,42,0,1.905061335,0.957295525,25.17114641,3.827204486,0.25,1,1,0,0,0,1,0,Email,0
1576,50,26,88,0,0.06205838,0.031099522,0.642555939,0.093643652,0.333333333,1,1,0,0,0,1,0,Email,0
1577,45.33803457,19.96655983,98,0,44.9508139,5.019110275,12.09125389,42.91915351,0.25,2,1,0,0,0,1,0,Email,0
1578,34,8,65,227,46.74729929,5.246359115,12.45569099,45.11730669,0.25,1,1,1,0,0,1,0,Ph,1
1579,38,13,12,104,43.22678812,4.828365944,11.40657772,41.06001323,0.5,2,2,1,0,0,1,1,Email,0
1580,29,5,122,0,1.190296859,0.136547198,0.317122454,1.366247609,0.25,4,2,0,1,0,0,0,Ph,1
1581,39,14,12,0,37.29658109,13.16057484,16.12896173,19.97993904,0,2,3,0,0,0,0,0,Email,0
1582,53,29,24,0,38.76187818,13.64769303,16.73138959,20.84688157,0.25,2,1,0,1,0,0,0,Email,0
1583,43,19,170,318,36.10719899,12.41500344,15.3144831,19.06911855,0.75,4,2,1,1,1,1,0,Ph,1
1584,61,36,184,342,0.897419879,0.449701164,0.479452912,0.546925394,0.75,4,2,1,1,1,1,0,Email,1
1585,46,20,25,125,1.999790886,31.07326839,10.99602173,16.14583748,0,4,3,1,0,0,0,0,Ph,0
1586,49.55731479,31,131,0,2.099929572,32.54288425,11.50145536,16.79211236,0,2,1,0,0,0,0,0,Email,0
1587,59,33,50,0,1.903098439,29.77322766,10.51428431,15.25863644,0.25,2,3,0,1,0,0,0,Ph,0
1588,48.79394295,28,21,0,0.067773247,0.901077641,0.28311043,0.497345941,0.5,2,1,0,0,0,1,1,Email,0
1589,29,3,55,0,8.897944069,23.64186887,16.06922197,83.64592297,0.25,3,2,0,0,0,1,0,Email,0
1590,57,32,124,0,9.266308247,24.67037538,16.76154645,87.96935691,0.25,1,2,0,0,0,1,0,Ph,1
1591,49,23,58,188,8.556177647,22.90355653,15.2829645,80.27692298,0,4,1,1,0,0,0,0,Email,0
1592,42.03462788,13,72,0,0.208849325,0.542130443,0.457836086,2.46116409,0.25,2,1,0,0,0,1,0,Email,0
1593,56,31,73.04536278,0,5.046477416,21.808086,76.70827666,25.78662169,0.5,1,3,0,0,1,1,0,Email,1
1594,63,38,83,0,5.223282157,22.97567136,79.95295354,27.19985395,0.25,3,2,0,0,0,1,0,Ph,0
1595,37,12,93,0,4.782405332,21.03043748,73.79791134,24.79908227,0.5,2,1,0,0,0,1,1,Email,0
1596,56,26,38,110,0.160722988,0.702994006,2.113546714,0.807309895,0.5,3,3,1,0,0,1,1,Ph,0
1597,45,20,55,164,3.004428699,10.96096707,3.969792594,8.938917426,0.25,4,3,1,0,0,0,1,Email,0
1598,66,41,11,0,3.138160371,11.46513938,4.11609473,9.307151631,0.5,3,3,0,1,0,0,1,Email,0
1599,40,18.49063156,85,0,2.871966058,10.47412052,3.81280061,8.617549038,0.25,2,3,0,0,0,0,1,Ph,0
1600,50,24,124,65.93604851,0.088860602,0.365176433,0.080424678,0.256344215,0.25,1,1,0,0,0,1,0,Email,0
1601,60,36,129,0,84.39628196,27.69566078,41.14310935,21.67189971,0.333333333,2,1,0,0,0,1,0,Ph,0
1602,31,14.62091441,180,0,88.82853431,29.0076542,42.89934005,22.59578424,0,1,1,0,0,0,0,0,Email,0
1603,40,14,74,0,80.8386254,26.61271894,39.23428163,20.91044638,0.25,4,2,0,0,0,1,0,Email,0
1604,36,6,138,63.43614496,2.186945166,0.844532071,1.367155715,0.559786527,0.25,1,3,0,0,0,1,0,Ph,1
1605,55,29,111,0,18.95495475,80.6951146,2.00296306,77.07621501,0.333333333,2,3,0,1,0,0,0,Ph,1
1606,54,28,83,0,19.79146413,84.90901368,2.086299543,80.76357582,0.25,3,1,0,0,0,1,0,Ph,0
1607,35,10,33,87,18.11047246,77.21909443,1.911728391,73.15673096,0.25,4,1,1,0,0,1,0,Email,0
1608,55,29,21,0,0.44833277,2.813522773,0.058035162,2.890171466,0,4,3,0,0,0,0,0,Email,0
1609,36,10,35,98,64.62041009,78.8831321,37.53490912,10.8967111,0.25,2,1,1,0,0,1,0,Email,0
1610,66,41,105,0,67.64314099,81.32121575,38.62614632,11.22074231,1,1,3,0,1,1,1,1,Email,0
1611,42.03462788,14,103,0,62.75714236,75.91321962,35.56914174,10.45674215,0.25,1,2,0,1,0,0,0,Email,0
1612,58,32,75,0,1.579214682,1.921068254,1.079866337,0.290087812,0,2,3,0,0,0,0,0,Email,0
1613,41,17,33,104,25.0179321,11.99992082,19.04291257,88.32601427,0,1,1,1,0,0,0,0,Ph,0
1614,60,34,52,0,26.10235967,12.56341785,19.79093435,91.19306423,0.5,4,2,0,0,0,1,1,Email,0
1615,47,23,89,0,23.84741899,11.54744913,18.06357285,86.0354223,1,1,2,0,1,1,1,1,Ph,0
1616,62,36,63,0,0.783717816,0.290203813,0.584257675,1.98271915,0,1,3,0,0,0,0,0,Ph,0
1617,48,23,84,0,5.996217718,25.41233547,28.3430895,16.06620012,0.75,4,2,0,0,1,1,1,Ph,1
1618,61,36,44,0,6.180980913,26.2693933,29.33969572,16.73299771,0,4,1,0,0,0,0,0,Email,0
1619,29,3,29,0,5.712919934,24.81139516,27.17982809,15.22340618,0.5,3,1,0,1,0,1,0,Email,0
1620,45,21,29,0,0.138250856,0.525223328,0.849471368,0.462686049,0.25,1,3,0,0,0,1,0,Ph,0
1621,39,17.05920707,22,0,50.05925141,36.83036915,4.001651031,2.006652264,0.25,2,2,0,0,0,1,0,Ph,0
1622,31,6,53,53.81128523,52.38777663,38.57754282,4.159001702,2.077429615,0.25,4,1,0,0,0,1,0,Ph,0
1623,42.03462788,14,24,0,47.63949579,35.21600237,3.833349697,1.938700153,0.25,2,2,0,0,0,1,0,Email,0
1624,63,38,153,455,1.644979643,1.058507578,0.100445667,0.051450369,0,1,1,1,0,0,0,0,Email,0
1625,28,2,31,0,30.71052827,42.90228848,20.97954244,102.612042,0.5,2,2,0,0,0,1,1,Email,0
1626,56,30,21,0,32.16038363,44.82972038,21.91158578,106.5182387,0.25,2,2,0,0,0,1,0,Ph,0
1627,39.82488803,6,180,0,29.59792657,41.60373828,20.16148923,97.97031228,0,2,1,0,0,0,0,0,Email,0
1628,46,20,82,0,0.829746825,1.283005922,0.619946751,3.048786383,0.5,3,2,0,1,0,1,0,Email,0
1629,42,18,90,245,23.91642299,12.89789975,16.13303672,12.04171603,0.333333333,4,1,1,0,0,1,1,Email,0
1630,53,22.77835442,154,0,24.81998475,13.501821,16.65097116,12.46864603,0,4,3,0,0,0,0,0,Ph,1
1631,41,17,99,0,23.06654946,12.38321297,15.49582605,11.66488881,0.5,3,2,0,1,0,1,0,Email,0
1632,61,36,153,0,0.463167429,0.455500095,0.402504779,0.265078643,0.666666667,1,2,0,1,1,0,1,Ph,1
1633,39.72820826,5,93,0,37.23231097,10.95407005,2.012339419,8.972708358,0.25,2,2,0,0,0,1,0,Email,1
1634,62,38,73.0945247,0,38.66534771,11.44816859,2.071935158,9.3576267,0,1,2,0,0,0,0,0,Email,0
1635,59,34,18,104,35.15510688,10.46202229,1.937716775,8.596209984,0.666666667,3,1,1,1,1,1,0,Email,0
1636,49,24,70,0,1.119494999,0.305894384,0.045094804,0.243870287,0,1,1,0,0,0,0,0,Email,0
1637,65,39,100,0,33.94199004,51.363816,20.82250323,24.96082166,0.25,4,3,0,1,0,0,0,Email,0
1638,30,14.62091441,193,0,35.31719285,54.55768771,21.87296917,26.19412421,0.25,3,3,0,0,0,1,0,Ph,1
1639,32,7,125,0,32.31860196,49.98929722,19.97986836,23.81246655,0.5,1,1,0,1,0,1,0,Ph,0
1640,56,31,73.04536278,0,0.970120016,1.537654197,0.62776832,0.854327,0.5,2,3,0,0,0,1,1,Ph,0
1641,36,10,55,95,42.67465619,11.93865359,59.21699525,1.983424557,0.25,1,1,1,0,0,1,0,Email,0
1642,58,34,152,0,44.71875837,12.23155123,61.05615894,2.087455039,0,4,3,0,0,0,0,0,Ph,1
1643,27,3,84,0,40.97221297,11.55564423,56.12402041,1.909039949,0.333333333,3,1,0,0,0,1,0,Ph,0
1644,41,16,13,0,1.242851703,0.224469794,1.520959951,0.063580023,0.25,2,3,0,0,0,1,0,Email,0
1645,59,35,33,131,29.04693565,19.18168242,23.95563765,32.81557072,0.25,4,1,1,1,0,0,0,Ph,0
1646,56,32,89,90,30.30575204,19.9115101,25.07875778,34.35238229,0.5,4,2,1,0,0,1,1,Email,0
1647,52,26,93,0,27.59632923,18.45871947,22.98774417,31.35214729,0.25,1,1,0,0,0,1,0,Ph,0
1648,35,5,68,0,0.919355422,0.550124281,0.752908984,1.110827492,0,4,3,0,0,0,0,0,Ph,0
1649,47,21,85,0,24.83067278,2.013423853,40.61688382,11.03822371,0.25,2,2,0,1,0,0,0,Ph,0
1650,29,4,73,0,26.00932457,2.085030789,43.04530646,11.51520224,0.333333333,1,2,0,0,0,1,0,Ph,0
1651,31,14.62091441,83,106,23.80647227,1.918716771,39.20100764,10.45149399,0.25,4,2,1,0,0,1,0,Ph,0
1652,62,36,158,66.4185388,0.846009905,0.057000195,1.328920397,0.38208053,0.25,2,1,0,0,0,1,0,Ph,1
1653,48,18,182,0,28.94577441,6.02081515,29.78554895,24.76798036,0.25,4,3,0,0,0,1,0,Ph,1
1654,26,1,24,123,30.0886536,6.296108316,31.28897435,25.919135,0.25,2,3,1,1,0,0,0,Ph,0
1655,50.95561672,34,102,0,27.57711571,5.701966082,28.73291654,23.89080989,0.5,2,1,0,0,0,1,0,Ph,0
1656,35,11,73.4823493,0,0.854192407,0.185044879,0.901031291,0.597202968,0,3,1,0,0,0,0,0,Email,0
1657,40,15,175,0,25.01023373,20.23794079,22.1292754,13.98122473,0.25,2,1,0,0,0,1,0,Email,0
1658,31,5,28,0,26.12958726,20.98635374,22.9077987,14.68558976,0.25,3,1,0,0,0,1,0,Email,0
1659,50,25,14,0,24.14200125,19.11557969,20.99167784,13.34305579,0.25,4,1,0,0,0,1,0,Email,0
1660,33,7,139,106,0.768126872,0.591762313,0.682024168,0.446699446,1,1,3,1,1,1,1,0,Ph,1
1661,37,11,34,0,13.07144568,15.11745998,50.60497417,50.37421162,0.25,1,1,0,0,0,1,0,Email,0
1662,38,14,64,0,13.56746403,15.74916686,52.4582318,51.61295498,0.25,1,3,0,1,0,0,0,Email,0
1663,63,38,84,56.63473292,12.37167938,14.3803883,48.41639281,48.67602075,0,4,2,0,0,0,0,0,Email,0
1664,57,32,42,0,0.309951173,0.551453538,1.659156126,0.904231611,0.5,3,2,0,0,0,1,1,Email,0
1665,61,35,63,0,4.894013971,53.99638668,15.00191782,8.993880832,0.25,1,1,0,0,0,1,0,Email,0
1666,37,12,100,341,5.22538223,56.2140768,15.70236881,9.365340218,0.5,3,3,1,1,0,1,0,Email,0
1667,51,25,190,0,4.750908796,51.59052854,14.2998825,8.584999535,0.25,2,2,0,0,0,1,0,Ph,1
1668,44,20,22,91,0.136656024,1.643058333,0.543188815,0.271177453,0,1,1,1,0,0,0,0,Ph,0
1669,63,37,20,0,12.9274842,12.85471202,19.00632318,46.73324269,0.5,1,2,0,1,0,0,1,Ph,0
