"Text","Author"
"We sat in the dreamy room among the old strange influences which had so wrought upon me, and I learnt that she had but just come home from France, and that she was going to London. Proud and wilful as of old, she had brought those qualities into such subjection to her beauty that it was impossible and out of nature—or I thought so—to separate them from her beauty. Truly it was impossible to dissociate her presence from all those wretched hankerings after money and gentility that had disturbed my boyhood,—from all those ill-regulated aspirations that had first made me ashamed of home and Joe,—from all those visions that had raised her face in the glowing fire, struck it out of the iron on the anvil, extracted it from the darkness of night to look in at the wooden window of the forge, and flit away. In a word, it was impossible for me to separate her, in the past or in the present, from the innermost life of my life.","Charles"
"The garden was too overgrown and rank for walking in with ease, and after we had made the round of it twice or thrice, we came out again into the brewery yard. I showed her to a nicety where I had seen her walking on the casks, that first old day, and she said, with a cold and careless look in that direction, Did I? I reminded her where she had come out of the house and given me my meat and drink, and she said, I don't remember. Not remember that you made me cry? said I. No, said she, and shook her head and looked about her. I verily believe that her not remembering and not minding in the least, made me cry again, inwardly,—and that is the sharpest crying of all.","Charles"
"What was it that was borne in upon my mind when she stood still and looked attentively at me? Anything that I had seen in Miss Havisham? No. In some of her looks and gestures there was that tinge of resemblance to Miss Havisham which may often be noticed to have been acquired by children, from grown person with whom they have been much associated and secluded, and which, when childhood is passed, will produce a remarkable occasional likeness of expression between faces that are otherwise quite different. And yet I could not trace this to Miss Havisham. I looked again, and though she was still looking at me, the suggestion was gone.","Charles"
"He always carried (I have not yet mentioned it, I think) a pocket-handkerchief of rich silk and of imposing proportions, which was of great value to him in his profession. I have seen him so terrify a client or a witness by ceremoniously unfolding this pocket-handkerchief as if he were immediately going to blow his nose, and then pausing, as if he knew he should not have time to do it before such client or witness committed himself, that the self-committal has followed directly, quite as a matter of course. When I saw him in the room he had this expressive pocket-handkerchief in both hands, and was looking at us. On meeting my eye, he said plainly, by a momentary and silent pause in that attitude, Indeed? Singular! and then put the handkerchief to its right use with wonderful effect.","Charles"
"Anything to equal the determined reticence of Mr. Jaggers under that roof I never saw elsewhere, even in him. He kept his very looks to himself, and scarcely directed his eyes to Estella's face once during dinner. When she spoke to him, he listened, and in due course answered, but never looked at her, that I could see. On the other hand, she often looked at him, with interest and curiosity, if not distrust, but his face never showed the least consciousness. Throughout dinner he took a dry delight in making Sarah Pocket greener and yellower, by often referring in conversation with me to my expectations; but here, again, he showed no consciousness, and even made it appear that he extorted—and even did extort, though I don't know how—those references out of my innocent self.","Charles"
"And when he and I were left alone together, he sat with an air upon him of general lying by in consequence of information he possessed, that really was too much for me. He cross-examined his very wine when he had nothing else in hand. He held it between himself and the candle, tasted the port, rolled it in his mouth, swallowed it, looked at his glass again, smelt the port, tried it, drank it, filled again, and cross-examined the glass again, until I was as nervous as if I had known the wine to be telling him something to my disadvantage. Three or four times I feebly thought I would start conversation; but whenever he saw me going to ask him anything, he looked at me with his glass in his hand, and rolling his wine about in his mouth, as if requesting me to take notice that it was of no use, for he couldn't answer.","Charles"
"I think Miss Pocket was conscious that the sight of me involved her in the danger of being goaded to madness, and perhaps tearing off her cap,—which was a very hideous one, in the nature of a muslin mop,—and strewing the ground with her hair,—which assuredly had never grown on her head. She did not appear when we afterwards went up to Miss Havisham's room, and we four played at whist. In the interval, Miss Havisham, in a fantastic way, had put some of the most beautiful jewels from her dressing-table into Estella's hair, and about her bosom and arms; and I saw even my guardian look at her from under his thick eyebrows, and raise them a little, when her loveliness was before him, with those rich flushes of glitter and color in it.","Charles"
"Of the manner and extent to which he took our trumps into custody, and came out with mean little cards at the ends of hands, before which the glory of our Kings and Queens was utterly abased, I say nothing; nor, of the feeling that I had, respecting his looking upon us personally in the light of three very obvious and poor riddles that he had found out long ago. What I suffered from, was the incompatibility between his cold presence and my feelings towards Estella. It was not that I knew I could never bear to speak to him about her, that I knew I could never bear to hear him creak his boots at her, that I knew I could never bear to see him wash his hands of her; it was, that my admiration should be within a foot or two of him,—it was, that my feelings should be in the same place with him,—that, was the agonizing circumstance.","Charles"
"After well considering the matter while I was dressing at the Blue Boar in the morning, I resolved to tell my guardian that I doubted Orlick's being the right sort of man to fill a post of trust at Miss Havisham's. Why of course he is not the right sort of man, Pip, said my guardian, comfortably satisfied beforehand on the general head, because the man who fills the post of trust never is the right sort of man. It seemed quite to put him into spirits to find that this particular post was not exceptionally held by the right sort of man, and he listened in a satisfied manner while I told him what knowledge I had of Orlick. Very good, Pip, he observed, when I had concluded, I'll go round presently, and pay our friend off. Rather alarmed by this summary action, I was for a little delay, and even hinted that our friend himself might be difficult to deal with. Oh no he won't, said my guardian, making his pocket-handkerchief-point, with perfect confidence; I should like to see him argue the question with me.","Charles"
"As we were going back together to London by the midday coach, and as I breakfasted under such terrors of Pumblechook that I could scarcely hold my cup, this gave me an opportunity of saying that I wanted a walk, and that I would go on along the London road while Mr. Jaggers was occupied, if he would let the coachman know that I would get into my place when overtaken. I was thus enabled to fly from the Blue Boar immediately after breakfast. By then making a loop of about a couple of miles into the open country at the back of Pumblechook's premises, I got round into the High Street again, a little beyond that pitfall, and felt myself in comparative security.","Charles"
"It was interesting to be in the quiet old town once more, and it was not disagreeable to be here and there suddenly recognized and stared after. One or two of the tradespeople even darted out of their shops and went a little way down the street before me, that they might turn, as if they had forgotten something, and pass me face to face,—on which occasions I don't know whether they or I made the worse pretence; they of not doing it, or I of not seeing it. Still my position was a distinguished one, and I was not at all dissatisfied with it, until Fate threw me in the way of that unlimited miscreant, Trabb's boy.","Charles"
"Casting my eyes along the street at a certain point of my progress, I beheld Trabb's boy approaching, lashing himself with an empty blue bag. Deeming that a serene and unconscious contemplation of him would best beseem me, and would be most likely to quell his evil mind, I advanced with that expression of countenance, and was rather congratulating myself on my success, when suddenly the knees of Trabb's boy smote together, his hair uprose, his cap fell off, he trembled violently in every limb, staggered out into the road, and crying to the populace, Hold me! I'm so frightened! feigned to be in a paroxysm of terror and contrition, occasioned by the dignity of my appearance. As I passed him, his teeth loudly chattered in his head, and with every mark of extreme humiliation, he prostrated himself in the dust.","Charles"
"This was a hard thing to bear, but this was nothing. I had not advanced another two hundred yards when, to my inexpressible terror, amazement, and indignation, I again beheld Trabb's boy approaching. He was coming round a narrow corner. His blue bag was slung over his shoulder, honest industry beamed in his eyes, a determination to proceed to Trabb's with cheerful briskness was indicated in his gait. With a shock he became aware of me, and was severely visited as before; but this time his motion was rotatory, and he staggered round and round me with knees more afflicted, and with uplifted hands as if beseeching for mercy. His sufferings were hailed with the greatest joy by a knot of spectators, and I felt utterly confounded.","Charles"
"I had not got as much further down the street as the post-office, when I again beheld Trabb's boy shooting round by a back way. This time, he was entirely changed. He wore the blue bag in the manner of my great-coat, and was strutting along the pavement towards me on the opposite side of the street, attended by a company of delighted young friends to whom he from time to time exclaimed, with a wave of his hand, Don't know yah! Words cannot state the amount of aggravation and injury wreaked upon me by Trabb's boy, when passing abreast of me, he pulled up his shirt-collar, twined his side-hair, stuck an arm akimbo, and smirked extravagantly by, wriggling his elbows and body, and drawling to his attendants, Don't know yah, don't know yah, 'pon my soul don't know yah! The disgrace attendant on his immediately afterwards taking to crowing and pursuing me across the bridge with crows, as from an exceedingly dejected fowl who had known me when I was a blacksmith, culminated the disgrace with which I left the town, and was, so to speak, ejected by it into the open country.","Charles"
"But unless I had taken the life of Trabb's boy on that occasion, I really do not even now see what I could have done save endure. To have struggled with him in the street, or to have exacted any lower recompense from him than his heart's best blood, would have been futile and degrading. Moreover, he was a boy whom no man could hurt; an invulnerable and dodging serpent who, when chased into a corner, flew out again between his captor's legs, scornfully yelping. I wrote, however, to Mr. Trabb by next day's post, to say that Mr. Pip must decline to deal further with one who could so far forget what he owed to the best interests of society, as to employ a boy who excited Loathing in every respectable mind.","Charles"
"I found Herbert dining on cold meat, and delighted to welcome me back. Having despatched The Avenger to the coffee-house for an addition to the dinner, I felt that I must open my breast that very evening to my friend and chum. As confidence was out of the question with The Avenger in the hall, which could merely be regarded in the light of an antechamber to the keyhole, I sent him to the Play. A better proof of the severity of my bondage to that taskmaster could scarcely be afforded, than the degrading shifts to which I was constantly driven to find him employment. So mean is extremity, that I sometimes sent him to Hyde Park corner to see what o'clock it was.","Charles"
"Now, Handel, Herbert replied, in his gay, hopeful way, it seems to me that in the despondency of the tender passion, we are looking into our gift-horse's mouth with a magnifying-glass. Likewise, it seems to me that, concentrating our attention on the examination, we altogether overlook one of the best points of the animal. Didn't you tell me that your guardian, Mr. Jaggers, told you in the beginning, that you were not endowed with expectations only? And even if he had not told you so,—though that is a very large If, I grant,—could you believe that of all men in London, Mr. Jaggers is the man to hold his present relations towards you unless he were sure of his ground?","Charles"
"Several curious little circumstances transpired as the action proceeded. The late king of the country not only appeared to have been troubled with a cough at the time of his decease, but to have taken it with him to the tomb, and to have brought it back. The royal phantom also carried a ghostly manuscript round its truncheon, to which it had the appearance of occasionally referring, and that too, with an air of anxiety and a tendency to lose the place of reference which were suggestive of a state of mortality. It was this, I conceive, which led to the Shade's being advised by the gallery to turn over!—a recommendation which it took extremely ill. It was likewise to be noted of this majestic spirit, that whereas it always appeared with an air of having been out a long time and walked an immense distance, it perceptibly came from a closely contiguous wall. This occasioned its terrors to be received derisively. The Queen of Denmark, a very buxom lady, though no doubt historically brazen, was considered by the public to have too much brass about her; her chin being attached to her diadem by a broad band of that metal (as if she had a gorgeous toothache), her waist being encircled by another, and each of her arms by another, so that she was openly mentioned as the kettle-drum. The noble boy in the ancestral boots was inconsistent, representing himself, as it were in one breath, as an able seaman, a strolling actor, a grave-digger, a clergyman, and a person of the utmost importance at a Court fencing-match, on the authority of whose practised eye and nice discrimination the finest strokes were judged. This gradually led to a want of toleration for him, and even—on his being detected in holy orders, and declining to perform the funeral service—to the general indignation taking the form of nuts. Lastly, Ophelia was a prey to such slow musical madness, that when, in course of time, she had taken off her white muslin scarf, folded it up, and buried it, a sulky man who had been long cooling his impatient nose against an iron bar in the front row of the gallery, growled, Now the baby's put to bed let's have supper! Which, to say the least of it, was out of keeping.","Charles"
"Upon my unfortunate townsman all these incidents accumulated with playful effect. Whenever that undecided Prince had to ask a question or state a doubt, the public helped him out with it. As for example; on the question whether 'twas nobler in the mind to suffer, some roared yes, and some no, and some inclining to both opinions said Toss up for it; and quite a Debating Society arose. When he asked what should such fellows as he do crawling between earth and heaven, he was encouraged with loud cries of Hear, hear! When he appeared with his stocking disordered (its disorder expressed, according to usage, by one very neat fold in the top, which I suppose to be always got up with a flat iron), a conversation took place in the gallery respecting the paleness of his leg, and whether it was occasioned by the turn the ghost had given him. On his taking the recorders,—very like a little black flute that had just been played in the orchestra and handed out at the door,—he was called upon unanimously for Rule Britannia. When he recommended the player not to saw the air thus, the sulky man said, And don't you do it, neither; you're a deal worse than him! And I grieve to add that peals of laughter greeted Mr. Wopsle on every one of these occasions.","Charles"
"But his greatest trials were in the churchyard, which had the appearance of a primeval forest, with a kind of small ecclesiastical wash-house on one side, and a turnpike gate on the other. Mr. Wopsle in a comprehensive black cloak, being descried entering at the turnpike, the gravedigger was admonished in a friendly way, Look out! Here's the undertaker a coming, to see how you're a getting on with your work! I believe it is well known in a constitutional country that Mr. Wopsle could not possibly have returned the skull, after moralizing over it, without dusting his fingers on a white napkin taken from his breast; but even that innocent and indispensable action did not pass without the comment, Wai-ter! The arrival of the body for interment (in an empty black box with the lid tumbling open), was the signal for a general joy, which was much enhanced by the discovery, among the bearers, of an individual obnoxious to identification. The joy attended Mr. Wopsle through his struggle with Laertes on the brink of the orchestra and the grave, and slackened no more until he had tumbled the king off the kitchen-table, and had died by inches from the ankles upward.","Charles"
"We had made some pale efforts in the beginning to applaud Mr. Wopsle; but they were too hopeless to be persisted in. Therefore we had sat, feeling keenly for him, but laughing, nevertheless, from ear to ear. I laughed in spite of myself all the time, the whole thing was so droll; and yet I had a latent impression that there was something decidedly fine in Mr. Wopsle's elocution,—not for old associations' sake, I am afraid, but because it was very slow, very dreary, very up-hill and down-hill, and very unlike any way in which any man in any natural circumstances of life or death ever expressed himself about anything. When the tragedy was over, and he had been called for and hooted, I said to Herbert, Let us go at once, or perhaps we shall meet him.","Charles"
"Without distinctly knowing whether I should have been more sorry for Mr. Wopsle if he had been in despair, I was so sorry for him as it was, that I took the opportunity of his turning round to have his braces put on,—which jostled us out at the doorway,—to ask Herbert what he thought of having him home to supper? Herbert said he thought it would be kind to do so; therefore I invited him, and he went to Barnard's with us, wrapped up to the eyes, and we did our best for him, and he sat until two o'clock in the morning, reviewing his success and developing his plans. I forget in detail what they were, but I have a general recollection that he was to begin with reviving the Drama, and to end with crushing it; inasmuch as his decease would leave it utterly bereft and without a chance or hope.","Charles"
"If there had been time, I should probably have ordered several suits of clothes for this occasion; but as there was not, I was fain to be content with those I had. My appetite vanished instantly, and I knew no peace or rest until the day arrived. Not that its arrival brought me either; for, then I was worse than ever, and began haunting the coach-office in Wood Street, Cheapside, before the coach had left the Blue Boar in our town. For all that I knew this perfectly well, I still felt as if it were not safe to let the coach-office be out of my sight longer than five minutes at a time; and in this condition of unreason I had performed the first half-hour of a watch of four or five hours, when Wemmick ran against me.","Charles"
"We were at Newgate in a few minutes, and we passed through the lodge where some fetters were hanging up on the bare walls among the prison rules, into the interior of the jail. At that time jails were much neglected, and the period of exaggerated reaction consequent on all public wrongdoing—and which is always its heaviest and longest punishment—was still far off. So felons were not lodged and fed better than soldiers, (to say nothing of paupers,) and seldom set fire to their prisons with the excusable object of improving the flavor of their soup. It was visiting time when Wemmick took me in, and a potman was going his rounds with beer; and the prisoners, behind bars in yards, were buying beer, and talking to friends; and a frowzy, ugly, disorderly, depressing scene it was.","Charles"
"It struck me that Wemmick walked among the prisoners much as a gardener might walk among his plants. This was first put into my head by his seeing a shoot that had come up in the night, and saying, What, Captain Tom? Are you there? Ah, indeed! and also, Is that Black Bill behind the cistern? Why I didn't look for you these two months; how do you find yourself? Equally in his stopping at the bars and attending to anxious whisperers,—always singly,—Wemmick with his post-office in an immovable state, looked at them while in conference, as if he were taking particular notice of the advance they had made, since last observed, towards coming out in full blow at their trial.","Charles"
"He was highly popular, and I found that he took the familiar department of Mr. Jaggers's business; though something of the state of Mr. Jaggers hung about him too, forbidding approach beyond certain limits. His personal recognition of each successive client was comprised in a nod, and in his settling his hat a little easier on his head with both hands, and then tightening the post-office, and putting his hands in his pockets. In one or two instances there was a difficulty respecting the raising of fees, and then Mr. Wemmick, backing as far as possible from the insufficient money produced, said, it's no use, my boy. I'm only a subordinate. I can't take it. Don't go on in that way with a subordinate. If you are unable to make up your quantum, my boy, you had better address yourself to a principal; there are plenty of principals in the profession, you know, and what is not worth the while of one, may be worth the while of another; that's my recommendation to you, speaking as a subordinate. Don't try on useless measures. Why should you? Now, who's next?","Charles"
"Mr. Wemmick and I parted at the office in Little Britain, where suppliants for Mr. Jaggers's notice were lingering about as usual, and I returned to my watch in the street of the coach-office, with some three hours on hand. I consumed the whole time in thinking how strange it was that I should be encompassed by all this taint of prison and crime; that, in my childhood out on our lonely marshes on a winter evening, I should have first encountered it; that, it should have reappeared on two occasions, starting out like a stain that was faded but not gone; that, it should in this new way pervade my fortune and advancement. While my mind was thus engaged, I thought of the beautiful young Estella, proud and refined, coming towards me, and I thought with absolute abhorrence of the contrast between the jail and her. I wished that Wemmick had not met me, or that I had not yielded to him and gone with him, so that, of all days in the year on this day, I might not have had Newgate in my breath and on my clothes. I beat the prison dust off my feet as I sauntered to and fro, and I shook it out of my dress, and I exhaled its air from my lungs. So contaminated did I feel, remembering who was coming, that the coach came quickly after all, and I was not yet free from the soiling consciousness of Mr. Wemmick's conservatory, when I saw her face at the coach window and her hand waving to me.","Charles"
"She drew her arm through mine, as if it must be done, and I requested a waiter who had been staring at the coach like a man who had never seen such a thing in his life, to show us a private sitting-room. Upon that, he pulled out a napkin, as if it were a magic clew without which he couldn't find the way up stairs, and led us to the black hole of the establishment, fitted up with a diminishing mirror (quite a superfluous article, considering the hole's proportions), an anchovy sauce-cruet, and somebody's pattens. On my objecting to this retreat, he took us into another room with a dinner-table for thirty, and in the grate a scorched leaf of a copy-book under a bushel of coal-dust. Having looked at this extinct conflagration and shaken his head, he took my order; which, proving to be merely, Some tea for the lady, sent him out of the room in a very low state of mind.","Charles"
"It is not easy for even you. said Estella, to know what satisfaction it gives me to see those people thwarted, or what an enjoyable sense of the ridiculous I have when they are made ridiculous. For you were not brought up in that strange house from a mere baby. I was. You had not your little wits sharpened by their intriguing against you, suppressed and defenceless, under the mask of sympathy and pity and what not that is soft and soothing. I had. You did not gradually open your round childish eyes wider and wider to the discovery of that impostor of a woman who calculates her stores of peace of mind for when she wakes up in the night. I did.","Charles"
"I rang for the tea, and the waiter, reappearing with his magic clew, brought in by degrees some fifty adjuncts to that refreshment, but of tea not a glimpse. A teaboard, cups and saucers, plates, knives and forks (including carvers), spoons (various), saltcellars, a meek little muffin confined with the utmost precaution under a strong iron cover, Moses in the bulrushes typified by a soft bit of butter in a quantity of parsley, a pale loaf with a powdered head, two proof impressions of the bars of the kitchen fireplace on triangular bits of bread, and ultimately a fat family urn; which the waiter staggered in with, expressing in his countenance burden and suffering. After a prolonged absence at this stage of the entertainment, he at length came back with a casket of precious appearance containing twigs. These I steeped in hot water, and so from the whole of these appliances extracted one cup of I don't know what for Estella.","Charles"
"As I had grown accustomed to my expectations, I had insensibly begun to notice their effect upon myself and those around me. Their influence on my own character I disguised from my recognition as much as possible, but I knew very well that it was not all good. I lived in a state of chronic uneasiness respecting my behavior to Joe. My conscience was not by any means comfortable about Biddy. When I woke up in the night,—like Camilla,—I used to think, with a weariness on my spirits, that I should have been happier and better if I had never seen Miss Havisham's face, and had risen to manhood content to be partners with Joe in the honest old forge. Many a time of an evening, when I sat alone looking at the fire, I thought, after all there was no fire like the forge fire and the kitchen fire at home.","Charles"
"Yet Estella was so inseparable from all my restlessness and disquiet of mind, that I really fell into confusion as to the limits of my own part in its production. That is to say, supposing I had had no expectations, and yet had had Estella to think of, I could not make out to my satisfaction that I should have done much better. Now, concerning the influence of my position on others, I was in no such difficulty, and so I perceived—though dimly enough perhaps—that it was not beneficial to anybody, and, above all, that it was not beneficial to Herbert. My lavish habits led his easy nature into expenses that he could not afford, corrupted the simplicity of his life, and disturbed his peace with anxieties and regrets. I was not at all remorseful for having unwittingly set those other branches of the Pocket family to the poor arts they practised; because such littlenesses were their natural bent, and would have been evoked by anybody else, if I had left them slumbering. But Herbert's was a very different case, and it often caused me a twinge to think that I had done him evil service in crowding his sparely furnished chambers with incongruous upholstery work, and placing the Canary-breasted Avenger at his disposal.","Charles"
"So now, as an infallible way of making little ease great ease, I began to contract a quantity of debt. I could hardly begin but Herbert must begin too, so he soon followed. At Startop's suggestion, we put ourselves down for election into a club called The Finches of the Grove: the object of which institution I have never divined, if it were not that the members should dine expensively once a fortnight, to quarrel among themselves as much as possible after dinner, and to cause six waiters to get drunk on the stairs. I know that these gratifying social ends were so invariably accomplished, that Herbert and I understood nothing else to be referred to in the first standing toast of the society: which ran Gentlemen, may the present promotion of good feeling ever reign predominant among the Finches of the Grove.","Charles"
"In my confidence in my own resources, I would willingly have taken Herbert's expenses on myself; but Herbert was proud, and I could make no such proposal to him. So he got into difficulties in every direction, and continued to look about him. When we gradually fell into keeping late hours and late company, I noticed that he looked about him with a desponding eye at breakfast-time; that he began to look about him more hopefully about mid-day; that he drooped when he came into dinner; that he seemed to descry Capital in the distance, rather clearly, after dinner; that he all but realized Capital towards midnight; and that at about two o'clock in the morning, he became so deeply despondent again as to talk of buying a rifle and going to America, with a general purpose of compelling buffaloes to make his fortune.","Charles"
"I was usually at Hammersmith about half the week, and when I was at Hammersmith I haunted Richmond, whereof separately by and by. Herbert would often come to Hammersmith when I was there, and I think at those seasons his father would occasionally have some passing perception that the opening he was looking for, had not appeared yet. But in the general tumbling up of the family, his tumbling out in life somewhere, was a thing to transact itself somehow. In the meantime Mr. Pocket grew grayer, and tried oftener to lift himself out of his perplexities by the hair. While Mrs. Pocket tripped up the family with her footstool, read her book of dignities, lost her pocket-handkerchief, told us about her grandpapa, and taught the young idea how to shoot, by shooting it into bed whenever it attracted her notice.","Charles"
"Every morning, with an air ever new, Herbert went into the City to look about him. I often paid him a visit in the dark back-room in which he consorted with an ink-jar, a hat-peg, a coal-box, a string-box, an almanac, a desk and stool, and a ruler; and I do not remember that I ever saw him do anything else but look about him. If we all did what we undertake to do, as faithfully as Herbert did, we might live in a Republic of the Virtues. He had nothing else to do, poor fellow, except at a certain hour of every afternoon to go to Lloyd's—in observance of a ceremony of seeing his principal, I think. He never did anything else in connection with Lloyd's that I could find out, except come back again. When he felt his case unusually serious, and that he positively must find an opening, he would go on 'Change at a busy time, and walk in and out, in a kind of gloomy country dance figure, among the assembled magnates. For, says Herbert to me, coming home to dinner on one of those special occasions, I find the truth to be, Handel, that an opening won't come to one, but one must go to it,—so I have been.","Charles"
"If we had been less attached to one another, I think we must have hated one another regularly every morning. I detested the chambers beyond expression at that period of repentance, and could not endure the sight of the Avenger's livery; which had a more expensive and a less remunerative appearance then than at any other time in the four-and-twenty hours. As we got more and more into debt, breakfast became a hollower and hollower form, and, being on one occasion at breakfast-time threatened (by letter) with legal proceedings, not unwholly unconnected, as my local paper might put it, with jewelery, I went so far as to seize the Avenger by his blue collar and shake him off his feet,—so that he was actually in the air, like a booted Cupid,—for presuming to suppose that we wanted a roll.","Charles"
"I thought so too. I established with myself, on these occasions, the reputation of a first-rate man of business,—prompt, decisive, energetic, clear, cool-headed. When I had got all my responsibilities down upon my list, I compared each with the bill, and ticked it off. My self-approval when I ticked an entry was quite a luxurious sensation. When I had no more ticks to make, I folded all my bills up uniformly, docketed each on the back, and tied the whole into a symmetrical bundle. Then I did the same for Herbert (who modestly said he had not my administrative genius), and felt that I had brought his affairs into a focus for him.","Charles"
"My business habits had one other bright feature, which I called leaving a Margin. For example; supposing Herbert's debts to be one hundred and sixty-four pounds four-and-twopence, I would say, Leave a margin, and put them down at two hundred. Or, supposing my own to be four times as much, I would leave a margin, and put them down at seven hundred. I had the highest opinion of the wisdom of this same Margin, but I am bound to acknowledge that on looking back, I deem it to have been an expensive device. For, we always ran into new debt immediately, to the full extent of the margin, and sometimes, in the sense of freedom and solvency it imparted, got pretty far on into another margin.","Charles"
"It was the first time that a grave had opened in my road of life, and the gap it made in the smooth ground was wonderful. The figure of my sister in her chair by the kitchen fire, haunted me night and day. That the place could possibly be, without her, was something my mind seemed unable to compass; and whereas she had seldom or never been in my thoughts of late, I had now the strangest ideas that she was coming towards me in the street, or that she would presently knock at the door. In my rooms too, with which she had never been at all associated, there was at once the blankness of death and a perpetual suggestion of the sound of her voice or the turn of her face or figure, as if she were still alive and had been often there.","Charles"
"At last I came within sight of the house, and saw that Trabb and Co. had put in a funereal execution and taken possession. Two dismally absurd persons, each ostentatiously exhibiting a crutch done up in a black bandage,—as if that instrument could possibly communicate any comfort to anybody,—were posted at the front door; and in one of them I recognized a postboy discharged from the Boar for turning a young couple into a sawpit on their bridal morning, in consequence of intoxication rendering it necessary for him to ride his horse clasped round the neck with both arms. All the children of the village, and most of the women, were admiring these sable warders and the closed windows of the house and forge; and as I came up, one of the two warders (the postboy) knocked at the door,—implying that I was far too much exhausted by grief to have strength remaining to knock for myself.","Charles"
"Biddy, looking very neat and modest in her black dress, went quietly here and there, and was very helpful. When I had spoken to Biddy, as I thought it not a time for talking I went and sat down near Joe, and there began to wonder in what part of the house it—she—my sister—was. The air of the parlor being faint with the smell of sweet-cake, I looked about for the table of refreshments; it was scarcely visible until one had got accustomed to the gloom, but there was a cut-up plum cake upon it, and there were cut-up oranges, and sandwiches, and biscuits, and two decanters that I knew very well as ornaments, but had never seen used in all my life; one full of port, and one of sherry. Standing at this table, I became conscious of the servile Pumblechook in a black cloak and several yards of hatband, who was alternately stuffing himself, and making obsequious movements to catch my attention. The moment he succeeded, he came over to me (breathing sherry and crumbs), and said in a subdued voice, May I, dear sir? and did. I then descried Mr. and Mrs. Hubble; the last-named in a decent speechless paroxysm in a corner. We were all going to follow, and were all in course of being tied up separately (by Trabb) into ridiculous bundles.","Charles"
"The neighborhood, however, highly approved of these arrangements, and we were much admired as we went through the village; the more youthful and vigorous part of the community making dashes now and then to cut us off, and lying in wait to intercept us at points of vantage. At such times the more exuberant among them called out in an excited manner on our emergence round some corner of expectancy, Here they come! Here they are! and we were all but cheered. In this progress I was much annoyed by the abject Pumblechook, who, being behind me, persisted all the way as a delicate attention in arranging my streaming hatband, and smoothing my cloak. My thoughts were further distracted by the excessive pride of Mr. and Mrs. Hubble, who were surpassingly conceited and vainglorious in being members of so distinguished a procession.","Charles"
"Of the conduct of the worldly minded Pumblechook while this was doing, I desire to say no more than it was all addressed to me; and that even when those noble passages were read which remind humanity how it brought nothing into the world and can take nothing out, and how it fleeth like a shadow and never continueth long in one stay, I heard him cough a reservation of the case of a young gentleman who came unexpectedly into large property. When we got back, he had the hardihood to tell me that he wished my sister could have known I had done her so much honor, and to hint that she would have considered it reasonably purchased at the price of her death. After that, he drank all the rest of the sherry, and Mr. Hubble drank the port, and the two talked (which I have since observed to be customary in such cases) as if they were of quite another race from the deceased, and were notoriously immortal. Finally, he went away with Mr. and Mrs. Hubble,—to make an evening of it, I felt sure, and to tell the Jolly Bargemen that he was the founder of my fortunes and my earliest benefactor.","Charles"
"When they were all gone, and when Trabb and his men—but not his Boy; I looked for him—had crammed their mummery into bags, and were gone too, the house felt wholesomer. Soon afterwards, Biddy, Joe, and I, had a cold dinner together; but we dined in the best parlor, not in the old kitchen, and Joe was so exceedingly particular what he did with his knife and fork and the saltcellar and what not, that there was great restraint upon us. But after dinner, when I made him take his pipe, and when I had loitered with him about the forge, and when we sat down together on the great block of stone outside it, we got on better. I noticed that after the funeral Joe changed his clothes so far, as to make a compromise between his Sunday dress and working dress; in which the dear fellow looked natural, and like the Man he was.","Charles"
"They are very slight, poor thing. She had been in one of her bad states—though they had got better of late, rather than worse—for four days, when she came out of it in the evening, just at tea-time, and said quite plainly, 'Joe.' As she had never said any word for a long while, I ran and fetched in Mr. Gargery from the forge. She made signs to me that she wanted him to sit down close to her, and wanted me to put her arms round his neck. So I put them round his neck, and she laid her head down on his shoulder quite content and satisfied. And so she presently said 'Joe' again, and once 'Pardon,' and once 'Pip.' And so she never lifted her head up any more, and it was just an hour later when we laid it down on her own bed, because we found she was gone.","Charles"
"You consider it, undoubtedly, a handsome sum of money. Now, that handsome sum of money, Pip, is your own. It is a present to you on this day, in earnest of your expectations. And at the rate of that handsome sum of money per annum, and at no higher rate, you are to live until the donor of the whole appears. That is to say, you will now take your money affairs entirely into your own hands, and you will draw from Wemmick one hundred and twenty-five pounds per quarter, until you are in communication with the fountain-head, and no longer with the mere agent. As I have told you before, I am the mere agent. I execute my instructions, and I am paid for doing so. I think them injudicious, but I am not paid for giving any opinion on their merits.","Charles"
"I could not help wishing more than once that evening, that Mr. Jaggers had had an Aged in Gerrard Street, or a Stinger, or a Something, or a Somebody, to unbend his brows a little. It was an uncomfortable consideration on a twenty-first birthday, that coming of age at all seemed hardly worth while in such a guarded and suspicious world as he made of it. He was a thousand times better informed and cleverer than Wemmick, and yet I would a thousand times rather have had Wemmick to dinner. And Mr. Jaggers made not me alone intensely melancholy, because, after he was gone, Herbert said of himself, with his eyes fixed on the fire, that he thought he must have committed a felony and forgotten the details of it, he felt so dejected and guilty.","Charles"
